id,name,town,county,vid,tid,cid,icid,itid,ivid,code
10013220-005,南福村,琉球鄉,屏東縣,005,10013220,10013,PIF,PIF-220,PIF-220-005,A1322-005-00
10013220-006,天福村,琉球鄉,屏東縣,006,10013220,10013,PIF,PIF-220,PIF-220-006,A1322-006-00
10013220-007,上福村,琉球鄉,屏東縣,007,10013220,10013,PIF,PIF-220,PIF-220-007,A1322-007-00
10013220-008,杉福村,琉球鄉,屏東縣,008,10013220,10013,PIF,PIF-220,PIF-220-008,A1322-008-00
10013230-001,福興村,車城鄉,屏東縣,001,10013230,10013,PIF,PIF-230,PIF-230-001,A1323-001-00
10013230-002,福安村,車城鄉,屏東縣,002,10013230,10013,PIF,PIF-230,PIF-230-002,A1323-002-00
10013230-003,田中村,車城鄉,屏東縣,003,10013230,10013,PIF,PIF-230,PIF-230-003,A1323-003-00
10013230-004,海口村,車城鄉,屏東縣,004,10013230,10013,PIF,PIF-230,PIF-230-004,A1323-004-00
10013230-005,統埔村,車城鄉,屏東縣,005,10013230,10013,PIF,PIF-230,PIF-230-005,A1323-005-00
10013230-006,溫泉村,車城鄉,屏東縣,006,10013230,10013,PIF,PIF-230,PIF-230-006,A1323-006-00
10013230-007,保力村,車城鄉,屏東縣,007,10013230,10013,PIF,PIF-230,PIF-230-007,A1323-007-00
10013230-008,新街村,車城鄉,屏東縣,008,10013230,10013,PIF,PIF-230,PIF-230-008,A1323-008-00
10013230-009,埔墘村,車城鄉,屏東縣,009,10013230,10013,PIF,PIF-230,PIF-230-009,A1323-009-00
10013230-010,射寮村,車城鄉,屏東縣,010,10013230,10013,PIF,PIF-230,PIF-230-010,A1323-010-00
10013230-011,後灣村,車城鄉,屏東縣,011,10013230,10013,PIF,PIF-230,PIF-230-011,A1323-011-00
10013240-001,滿州村,滿州鄉,屏東縣,001,10013240,10013,PIF,PIF-240,PIF-240-001,A1324-001-00
10013240-002,里德村,滿州鄉,屏東縣,002,10013240,10013,PIF,PIF-240,PIF-240-002,A1324-002-00
10013240-003,永靖村,滿州鄉,屏東縣,003,10013240,10013,PIF,PIF-240,PIF-240-003,A1324-003-00
10013240-004,港口村,滿州鄉,屏東縣,004,10013240,10013,PIF,PIF-240,PIF-240-004,A1324-004-00
10013240-005,响林村,滿州鄉,屏東縣,005,10013240,10013,PIF,PIF-240,PIF-240-005,A1324-005-00
10013240-006,長樂村,滿州鄉,屏東縣,006,10013240,10013,PIF,PIF-240,PIF-240-006,A1324-006-00
10013240-007,九棚村,滿州鄉,屏東縣,007,10013240,10013,PIF,PIF-240,PIF-240-007,A1324-007-00
10013240-008,港仔村,滿州鄉,屏東縣,008,10013240,10013,PIF,PIF-240,PIF-240-008,A1324-008-00
10013250-001,枋山村,枋山鄉,屏東縣,001,10013250,10013,PIF,PIF-250,PIF-250-001,A1325-001-00
10013250-002,加祿村,枋山鄉,屏東縣,002,10013250,10013,PIF,PIF-250,PIF-250-002,A1325-002-00
10013250-003,楓港村,枋山鄉,屏東縣,003,10013250,10013,PIF,PIF-250,PIF-250-003,A1325-003-00
10013250-004,善餘村,枋山鄉,屏東縣,004,10013250,10013,PIF,PIF-250,PIF-250-004,A1325-004-00
10013260-001,三地村,三地門鄉,屏東縣,001,10013260,10013,PIF,PIF-260,PIF-260-001,A1326-001-00
10013260-002,達來村,三地門鄉,屏東縣,002,10013260,10013,PIF,PIF-260,PIF-260-002,A1326-002-00
10013260-003,德文村,三地門鄉,屏東縣,003,10013260,10013,PIF,PIF-260,PIF-260-003,A1326-003-00
10013260-004,大社村,三地門鄉,屏東縣,004,10013260,10013,PIF,PIF-260,PIF-260-004,A1326-004-00
10013260-005,賽嘉村,三地門鄉,屏東縣,005,10013260,10013,PIF,PIF-260,PIF-260-005,A1326-005-00
10013260-006,口社村,三地門鄉,屏東縣,006,10013260,10013,PIF,PIF-260,PIF-260-006,A1326-006-00
10013260-007,馬兒村,三地門鄉,屏東縣,007,10013260,10013,PIF,PIF-260,PIF-260-007,A1326-007-00
10013260-008,安坡村,三地門鄉,屏東縣,008,10013260,10013,PIF,PIF-260,PIF-260-008,A1326-008-00
10013260-009,青山村,三地門鄉,屏東縣,009,10013260,10013,PIF,PIF-260,PIF-260-009,A1326-009-00
10013260-010,青葉村,三地門鄉,屏東縣,010,10013260,10013,PIF,PIF-260,PIF-260-010,A1326-010-00
10013270-001,霧台村,霧臺鄉,屏東縣,001,10013270,10013,PIF,PIF-270,PIF-270-001,A1327-001-00
10013270-002,阿禮村,霧臺鄉,屏東縣,002,10013270,10013,PIF,PIF-270,PIF-270-002,A1327-002-00
10013270-003,吉露村,霧臺鄉,屏東縣,003,10013270,10013,PIF,PIF-270,PIF-270-003,A1327-003-00
10013270-004,大武村,霧臺鄉,屏東縣,004,10013270,10013,PIF,PIF-270,PIF-270-004,A1327-004-00
10013270-005,佳暮村,霧臺鄉,屏東縣,005,10013270,10013,PIF,PIF-270,PIF-270-005,A1327-005-00
10013270-006,好茶村,霧臺鄉,屏東縣,006,10013270,10013,PIF,PIF-270,PIF-270-006,A1327-006-00
10013280-001,瑪家村,瑪家鄉,屏東縣,001,10013280,10013,PIF,PIF-280,PIF-280-001,A1328-001-00
10013280-002,北葉村,瑪家鄉,屏東縣,002,10013280,10013,PIF,PIF-280,PIF-280-002,A1328-002-00
10013280-003,凉山村,瑪家鄉,屏東縣,003,10013280,10013,PIF,PIF-280,PIF-280-003,A1328-003-00
10013280-004,佳義村,瑪家鄉,屏東縣,004,10013280,10013,PIF,PIF-280,PIF-280-004,A1328-004-00
10013280-005,排灣村,瑪家鄉,屏東縣,005,10013280,10013,PIF,PIF-280,PIF-280-005,A1328-005-00
10013280-006,三和村,瑪家鄉,屏東縣,006,10013280,10013,PIF,PIF-280,PIF-280-006,A1328-006-00
10013290-001,佳平村,泰武鄉,屏東縣,001,10013290,10013,PIF,PIF-290,PIF-290-001,A1329-001-00
10013290-002,武潭村,泰武鄉,屏東縣,002,10013290,10013,PIF,PIF-290,PIF-290-002,A1329-002-00
10013290-003,平和村,泰武鄉,屏東縣,003,10013290,10013,PIF,PIF-290,PIF-290-003,A1329-003-00
10013290-004,佳興村,泰武鄉,屏東縣,004,10013290,10013,PIF,PIF-290,PIF-290-004,A1329-004-00
10013290-005,泰武村,泰武鄉,屏東縣,005,10013290,10013,PIF,PIF-290,PIF-290-005,A1329-005-00
10013290-006,萬安村,泰武鄉,屏東縣,006,10013290,10013,PIF,PIF-290,PIF-290-006,A1329-006-00
10013300-001,來義村,來義鄉,屏東縣,001,10013300,10013,PIF,PIF-300,PIF-300-001,A1330-001-00
10013300-002,義林村,來義鄉,屏東縣,002,10013300,10013,PIF,PIF-300,PIF-300-002,A1330-002-00
10013300-003,丹林村,來義鄉,屏東縣,003,10013300,10013,PIF,PIF-300,PIF-300-003,A1330-003-00
10013300-004,古樓村,來義鄉,屏東縣,004,10013300,10013,PIF,PIF-300,PIF-300-004,A1330-004-00
10013300-005,文樂村,來義鄉,屏東縣,005,10013300,10013,PIF,PIF-300,PIF-300-005,A1330-005-00
10013300-006,望嘉村,來義鄉,屏東縣,006,10013300,10013,PIF,PIF-300,PIF-300-006,A1330-006-00
10013300-007,南和村,來義鄉,屏東縣,007,10013300,10013,PIF,PIF-300,PIF-300-007,A1330-007-00
10013310-001,春日村,春日鄉,屏東縣,001,10013310,10013,PIF,PIF-310,PIF-310-001,A1331-001-00
10013310-002,古華村,春日鄉,屏東縣,002,10013310,10013,PIF,PIF-310,PIF-310-002,A1331-002-00
10013310-003,士文村,春日鄉,屏東縣,003,10013310,10013,PIF,PIF-310,PIF-310-003,A1331-003-00
10013310-004,七佳村,春日鄉,屏東縣,004,10013310,10013,PIF,PIF-310,PIF-310-004,A1331-004-00
10013310-005,歸崇村,春日鄉,屏東縣,005,10013310,10013,PIF,PIF-310,PIF-310-005,A1331-005-00
10013310-006,力里村,春日鄉,屏東縣,006,10013310,10013,PIF,PIF-310,PIF-310-006,A1331-006-00
10013320-001,楓林村,獅子鄉,屏東縣,001,10013320,10013,PIF,PIF-320,PIF-320-001,A1332-001-00
10013320-002,丹路村,獅子鄉,屏東縣,002,10013320,10013,PIF,PIF-320,PIF-320-002,A1332-002-00
10013320-003,草埔村,獅子鄉,屏東縣,003,10013320,10013,PIF,PIF-320,PIF-320-003,A1332-003-00
10013320-004,內文村,獅子鄉,屏東縣,004,10013320,10013,PIF,PIF-320,PIF-320-004,A1332-004-00
10013320-005,竹坑村,獅子鄉,屏東縣,005,10013320,10013,PIF,PIF-320,PIF-320-005,A1332-005-00
10013320-006,獅子村,獅子鄉,屏東縣,006,10013320,10013,PIF,PIF-320,PIF-320-006,A1332-006-00
10013320-007,內獅村,獅子鄉,屏東縣,007,10013320,10013,PIF,PIF-320,PIF-320-007,A1332-007-00
10013320-008,南世村,獅子鄉,屏東縣,008,10013320,10013,PIF,PIF-320,PIF-320-008,A1332-008-00
10013330-001,石門村,牡丹鄉,屏東縣,001,10013330,10013,PIF,PIF-330,PIF-330-001,A1333-001-00
10013330-002,牡丹村,牡丹鄉,屏東縣,002,10013330,10013,PIF,PIF-330,PIF-330-002,A1333-002-00
10013330-003,東源村,牡丹鄉,屏東縣,003,10013330,10013,PIF,PIF-330,PIF-330-003,A1333-003-00
10013330-004,旭海村,牡丹鄉,屏東縣,004,10013330,10013,PIF,PIF-330,PIF-330-004,A1333-004-00
10013330-005,高士村,牡丹鄉,屏東縣,005,10013330,10013,PIF,PIF-330,PIF-330-005,A1333-005-00
10013330-006,四林村,牡丹鄉,屏東縣,006,10013330,10013,PIF,PIF-330,PIF-330-006,A1333-006-00
10014010-001,富岡里,臺東市,臺東縣,001,10014010,10014,TTT,TTT-010,TTT-010-001,A1401-001-00
10014010-002,富豐里,臺東市,臺東縣,002,10014010,10014,TTT,TTT-010,TTT-010-002,A1401-002-00
10014010-003,岩灣里,臺東市,臺東縣,003,10014010,10014,TTT,TTT-010,TTT-010-003,A1401-003-00
10014010-004,南王里,臺東市,臺東縣,004,10014010,10014,TTT,TTT-010,TTT-010-004,A1401-004-00
10014010-005,卑南里,臺東市,臺東縣,005,10014010,10014,TTT,TTT-010,TTT-010-005,A1401-005-00
10014010-006,南榮里,臺東市,臺東縣,006,10014010,10014,TTT,TTT-010,TTT-010-006,A1401-006-00
10014010-007,新生里,臺東市,臺東縣,007,10014010,10014,TTT,TTT-010,TTT-010-007,A1401-007-00
10014010-008,民生里,臺東市,臺東縣,008,10014010,10014,TTT,TTT-010,TTT-010-008,A1401-008-00
10014010-009,寶桑里,臺東市,臺東縣,009,10014010,10014,TTT,TTT-010,TTT-010-009,A1401-009-00
10014010-010,馬蘭里,臺東市,臺東縣,010,10014010,10014,TTT,TTT-010,TTT-010-010,A1401-010-00
10014010-011,中心里,臺東市,臺東縣,011,10014010,10014,TTT,TTT-010,TTT-010-011,A1401-011-00
10014010-012,自強里,臺東市,臺東縣,012,10014010,10014,TTT,TTT-010,TTT-010-012,A1401-012-00
10014010-013,民族里,臺東市,臺東縣,013,10014010,10014,TTT,TTT-010,TTT-010-013,A1401-013-00
10014010-014,四維里,臺東市,臺東縣,014,10014010,10014,TTT,TTT-010,TTT-010-014,A1401-014-00
10014010-015,中華里,臺東市,臺東縣,015,10014010,10014,TTT,TTT-010,TTT-010-015,A1401-015-00
10014010-016,強國里,臺東市,臺東縣,016,10014010,10014,TTT,TTT-010,TTT-010-016,A1401-016-00
10014010-017,建國里,臺東市,臺東縣,017,10014010,10014,TTT,TTT-010,TTT-010-017,A1401-017-00
10014010-018,民權里,臺東市,臺東縣,018,10014010,10014,TTT,TTT-010,TTT-010-018,A1401-018-00
10014010-019,仁愛里,臺東市,臺東縣,019,10014010,10014,TTT,TTT-010,TTT-010-019,A1401-019-00
10014010-020,中正里,臺東市,臺東縣,020,10014010,10014,TTT,TTT-010,TTT-010-020,A1401-020-00
10014010-021,大同里,臺東市,臺東縣,021,10014010,10014,TTT,TTT-010,TTT-010-021,A1401-021-00
10014010-022,成功里,臺東市,臺東縣,022,10014010,10014,TTT,TTT-010,TTT-010-022,A1401-022-00
10014010-023,文化里,臺東市,臺東縣,023,10014010,10014,TTT,TTT-010,TTT-010-023,A1401-023-00
10014010-024,中山里,臺東市,臺東縣,024,10014010,10014,TTT,TTT-010,TTT-010-024,A1401-024-00
10014010-025,復國里,臺東市,臺東縣,025,10014010,10014,TTT,TTT-010,TTT-010-025,A1401-025-00
10014010-026,興國里,臺東市,臺東縣,026,10014010,10014,TTT,TTT-010,TTT-010-026,A1401-026-00
10014010-027,復興里,臺東市,臺東縣,027,10014010,10014,TTT,TTT-010,TTT-010-027,A1401-027-00
10014010-028,鐵花里,臺東市,臺東縣,028,10014010,10014,TTT,TTT-010,TTT-010-028,A1401-028-00
10014010-029,新園里,臺東市,臺東縣,029,10014010,10014,TTT,TTT-010,TTT-010-029,A1401-029-00
10014010-030,豐田里,臺東市,臺東縣,030,10014010,10014,TTT,TTT-010,TTT-010-030,A1401-030-00
10014010-031,豐年里,臺東市,臺東縣,031,10014010,10014,TTT,TTT-010,TTT-010-031,A1401-031-00
10014010-032,光明里,臺東市,臺東縣,032,10014010,10014,TTT,TTT-010,TTT-010-032,A1401-032-00
10014010-033,豐樂里,臺東市,臺東縣,033,10014010,10014,TTT,TTT-010,TTT-010-033,A1401-033-00
10014010-034,永樂里,臺東市,臺東縣,034,10014010,10014,TTT,TTT-010,TTT-010-034,A1401-034-00
10014010-035,康樂里,臺東市,臺東縣,035,10014010,10014,TTT,TTT-010,TTT-010-035,A1401-035-00
10014010-036,東海里,臺東市,臺東縣,036,10014010,10014,TTT,TTT-010,TTT-010-036,A1401-036-00
10014010-037,新興里,臺東市,臺東縣,037,10014010,10014,TTT,TTT-010,TTT-010-037,A1401-037-00
10014010-038,豐榮里,臺東市,臺東縣,038,10014010,10014,TTT,TTT-010,TTT-010-038,A1401-038-00
10014010-039,豐谷里,臺東市,臺東縣,039,10014010,10014,TTT,TTT-010,TTT-010-039,A1401-039-00
10014010-040,豐里里,臺東市,臺東縣,040,10014010,10014,TTT,TTT-010,TTT-010-040,A1401-040-00
10014010-041,豐原里,臺東市,臺東縣,041,10014010,10014,TTT,TTT-010,TTT-010-041,A1401-041-00
10014010-042,建和里,臺東市,臺東縣,042,10014010,10014,TTT,TTT-010,TTT-010-042,A1401-042-00
10014010-043,建興里,臺東市,臺東縣,043,10014010,10014,TTT,TTT-010,TTT-010-043,A1401-043-00
10014010-044,建業里,臺東市,臺東縣,044,10014010,10014,TTT,TTT-010,TTT-010-044,A1401-044-00
10014010-045,知本里,臺東市,臺東縣,045,10014010,10014,TTT,TTT-010,TTT-010-045,A1401-045-00
10014010-046,建農里,臺東市,臺東縣,046,10014010,10014,TTT,TTT-010,TTT-010-046,A1401-046-00
10014020-001,博愛里,成功鎮,臺東縣,001,10014020,10014,TTT,TTT-020,TTT-020-001,A1402-001-00
10014020-002,忠孝里,成功鎮,臺東縣,002,10014020,10014,TTT,TTT-020,TTT-020-002,A1402-002-00
10014020-003,三仙里,成功鎮,臺東縣,003,10014020,10014,TTT,TTT-020,TTT-020-003,A1402-003-00
10014020-004,三民里,成功鎮,臺東縣,004,10014020,10014,TTT,TTT-020,TTT-020-004,A1402-004-00
10014020-005,忠智里,成功鎮,臺東縣,005,10014020,10014,TTT,TTT-020,TTT-020-005,A1402-005-00
10014020-006,忠仁里,成功鎮,臺東縣,006,10014020,10014,TTT,TTT-020,TTT-020-006,A1402-006-00
10014020-007,和平里,成功鎮,臺東縣,007,10014020,10014,TTT,TTT-020,TTT-020-007,A1402-007-00
10014020-008,信義里,成功鎮,臺東縣,008,10014020,10014,TTT,TTT-020,TTT-020-008,A1402-008-00
10014030-001,德高里,關山鎮,臺東縣,001,10014030,10014,TTT,TTT-030,TTT-030-001,A1403-001-00
10014030-002,豐泉里,關山鎮,臺東縣,002,10014030,10014,TTT,TTT-030,TTT-030-002,A1403-002-00
10014030-003,新福里,關山鎮,臺東縣,003,10014030,10014,TTT,TTT-030,TTT-030-003,A1403-003-00
10014030-004,中福里,關山鎮,臺東縣,004,10014030,10014,TTT,TTT-030,TTT-030-004,A1403-004-00
10014030-005,里壠里,關山鎮,臺東縣,005,10014030,10014,TTT,TTT-030,TTT-030-005,A1403-005-00
10014030-006,電光里,關山鎮,臺東縣,006,10014030,10014,TTT,TTT-030,TTT-030-006,A1403-006-00
10014030-007,月眉里,關山鎮,臺東縣,007,10014030,10014,TTT,TTT-030,TTT-030-007,A1403-007-00
10014040-001,嘉豐村,卑南鄉,臺東縣,001,10014040,10014,TTT,TTT-040,TTT-040-001,A1404-001-00
10014040-002,利吉村,卑南鄉,臺東縣,002,10014040,10014,TTT,TTT-040,TTT-040-002,A1404-002-00
10014040-003,富山村,卑南鄉,臺東縣,003,10014040,10014,TTT,TTT-040,TTT-040-003,A1404-003-00
10014040-004,富源村,卑南鄉,臺東縣,004,10014040,10014,TTT,TTT-040,TTT-040-004,A1404-004-00
10014040-005,明峰村,卑南鄉,臺東縣,005,10014040,10014,TTT,TTT-040,TTT-040-005,A1404-005-00
10014040-006,初鹿村,卑南鄉,臺東縣,006,10014040,10014,TTT,TTT-040,TTT-040-006,A1404-006-00
10014040-007,美農村,卑南鄉,臺東縣,007,10014040,10014,TTT,TTT-040,TTT-040-007,A1404-007-00
10014040-008,賓朗村,卑南鄉,臺東縣,008,10014040,10014,TTT,TTT-040,TTT-040-008,A1404-008-00
10014040-009,泰安村,卑南鄉,臺東縣,009,10014040,10014,TTT,TTT-040,TTT-040-009,A1404-009-00
10014040-010,太平村,卑南鄉,臺東縣,010,10014040,10014,TTT,TTT-040,TTT-040-010,A1404-010-00
10014040-011,利嘉村,卑南鄉,臺東縣,011,10014040,10014,TTT,TTT-040,TTT-040-011,A1404-011-00
10014040-012,東興村,卑南鄉,臺東縣,012,10014040,10014,TTT,TTT-040,TTT-040-012,A1404-012-00
10014040-013,溫泉村,卑南鄉,臺東縣,013,10014040,10014,TTT,TTT-040,TTT-040-013,A1404-013-00
10014050-001,瑞和村,鹿野鄉,臺東縣,001,10014050,10014,TTT,TTT-050,TTT-050-001,A1405-001-00
10014050-002,瑞豐村,鹿野鄉,臺東縣,002,10014050,10014,TTT,TTT-050,TTT-050-002,A1405-002-00
10014050-003,瑞源村,鹿野鄉,臺東縣,003,10014050,10014,TTT,TTT-050,TTT-050-003,A1405-003-00
10014050-004,永安村,鹿野鄉,臺東縣,004,10014050,10014,TTT,TTT-050,TTT-050-004,A1405-004-00
10014050-005,瑞隆村,鹿野鄉,臺東縣,005,10014050,10014,TTT,TTT-050,TTT-050-005,A1405-005-00
10014050-006,鹿野村,鹿野鄉,臺東縣,006,10014050,10014,TTT,TTT-050,TTT-050-006,A1405-006-00
10014050-007,龍田村,鹿野鄉,臺東縣,007,10014050,10014,TTT,TTT-050,TTT-050-007,A1405-007-00
10014060-001,福文村,池上鄉,臺東縣,001,10014060,10014,TTT,TTT-060,TTT-060-001,A1406-001-00
10014060-002,慶豐村,池上鄉,臺東縣,002,10014060,10014,TTT,TTT-060,TTT-060-002,A1406-002-00
10014060-003,大坡村,池上鄉,臺東縣,003,10014060,10014,TTT,TTT-060,TTT-060-003,A1406-003-00
10014060-004,大埔村,池上鄉,臺東縣,004,10014060,10014,TTT,TTT-060,TTT-060-004,A1406-004-00
10014060-005,福原村,池上鄉,臺東縣,005,10014060,10014,TTT,TTT-060,TTT-060-005,A1406-005-00
10014060-006,錦園村,池上鄉,臺東縣,006,10014060,10014,TTT,TTT-060,TTT-060-006,A1406-006-00
10014060-007,新興村,池上鄉,臺東縣,007,10014060,10014,TTT,TTT-060,TTT-060-007,A1406-007-00
10014060-008,萬安村,池上鄉,臺東縣,008,10014060,10014,TTT,TTT-060,TTT-060-008,A1406-008-00
10014060-009,富興村,池上鄉,臺東縣,009,10014060,10014,TTT,TTT-060,TTT-060-009,A1406-009-00
10014060-010,振興村,池上鄉,臺東縣,010,10014060,10014,TTT,TTT-060,TTT-060-010,A1406-010-00
10014070-001,北源村,東河鄉,臺東縣,001,10014070,10014,TTT,TTT-070,TTT-070-001,A1407-001-00
10014070-002,泰源村,東河鄉,臺東縣,002,10014070,10014,TTT,TTT-070,TTT-070-002,A1407-002-00
10014070-003,東河村,東河鄉,臺東縣,003,10014070,10014,TTT,TTT-070,TTT-070-003,A1407-003-00
10014070-004,尚德村,東河鄉,臺東縣,004,10014070,10014,TTT,TTT-070,TTT-070-004,A1407-004-00
10014070-005,隆昌村,東河鄉,臺東縣,005,10014070,10014,TTT,TTT-070,TTT-070-005,A1407-005-00
10014070-006,興昌村,東河鄉,臺東縣,006,10014070,10014,TTT,TTT-070,TTT-070-006,A1407-006-00
10014070-007,都蘭村,東河鄉,臺東縣,007,10014070,10014,TTT,TTT-070,TTT-070-007,A1407-007-00
10014080-001,樟原村,長濱鄉,臺東縣,001,10014080,10014,TTT,TTT-080,TTT-080-001,A1408-001-00
10014080-002,三間村,長濱鄉,臺東縣,002,10014080,10014,TTT,TTT-080,TTT-080-002,A1408-002-00
10014080-003,忠勇村,長濱鄉,臺東縣,003,10014080,10014,TTT,TTT-080,TTT-080-003,A1408-003-00
10014080-004,長濱村,長濱鄉,臺東縣,004,10014080,10014,TTT,TTT-080,TTT-080-004,A1408-004-00
10014080-005,竹湖村,長濱鄉,臺東縣,005,10014080,10014,TTT,TTT-080,TTT-080-005,A1408-005-00
10014080-006,寧埔村,長濱鄉,臺東縣,006,10014080,10014,TTT,TTT-080,TTT-080-006,A1408-006-00
10014090-001,美和村,太麻里鄉,臺東縣,001,10014090,10014,TTT,TTT-090,TTT-090-001,A1409-001-00
10014090-002,三和村,太麻里鄉,臺東縣,002,10014090,10014,TTT,TTT-090,TTT-090-002,A1409-002-00
10014090-003,華源村,太麻里鄉,臺東縣,003,10014090,10014,TTT,TTT-090,TTT-090-003,A1409-003-00
10014090-004,北里村,太麻里鄉,臺東縣,004,10014090,10014,TTT,TTT-090,TTT-090-004,A1409-004-00
10014090-005,泰和村,太麻里鄉,臺東縣,005,10014090,10014,TTT,TTT-090,TTT-090-005,A1409-005-00
10014090-006,大王村,太麻里鄉,臺東縣,006,10014090,10014,TTT,TTT-090,TTT-090-006,A1409-006-00
10014090-007,香蘭村,太麻里鄉,臺東縣,007,10014090,10014,TTT,TTT-090,TTT-090-007,A1409-007-00
10014090-008,金崙村,太麻里鄉,臺東縣,008,10014090,10014,TTT,TTT-090,TTT-090-008,A1409-008-00
10014090-009,多良村,太麻里鄉,臺東縣,009,10014090,10014,TTT,TTT-090,TTT-090-009,A1409-009-00
10014100-001,大竹村,大武鄉,臺東縣,001,10014100,10014,TTT,TTT-100,TTT-100-001,A1410-001-00
10014100-002,大鳥村,大武鄉,臺東縣,002,10014100,10014,TTT,TTT-100,TTT-100-002,A1410-002-00
10014100-003,大武村,大武鄉,臺東縣,003,10014100,10014,TTT,TTT-100,TTT-100-003,A1410-003-00
10014100-004,尚武村,大武鄉,臺東縣,004,10014100,10014,TTT,TTT-100,TTT-100-004,A1410-004-00
10014100-005,南興村,大武鄉,臺東縣,005,10014100,10014,TTT,TTT-100,TTT-100-005,A1410-005-00
10014110-001,公舘村,綠島鄉,臺東縣,001,10014110,10014,TTT,TTT-110,TTT-110-001,A1411-001-00
10014110-002,中寮村,綠島鄉,臺東縣,002,10014110,10014,TTT,TTT-110,TTT-110-002,A1411-002-00
10014110-003,南寮村,綠島鄉,臺東縣,003,10014110,10014,TTT,TTT-110,TTT-110-003,A1411-003-00
10014120-001,廣原村,海端鄉,臺東縣,001,10014120,10014,TTT,TTT-120,TTT-120-001,A1412-001-00
10014120-002,霧鹿村,海端鄉,臺東縣,002,10014120,10014,TTT,TTT-120,TTT-120-002,A1412-002-00
10014120-003,利稻村,海端鄉,臺東縣,003,10014120,10014,TTT,TTT-120,TTT-120-003,A1412-003-00
10014120-004,海端村,海端鄉,臺東縣,004,10014120,10014,TTT,TTT-120,TTT-120-004,A1412-004-00
10014120-005,崁頂村,海端鄉,臺東縣,005,10014120,10014,TTT,TTT-120,TTT-120-005,A1412-005-00
10014120-006,加拿村,海端鄉,臺東縣,006,10014120,10014,TTT,TTT-120,TTT-120-006,A1412-006-00
10014130-001,武陵村,延平鄉,臺東縣,001,10014130,10014,TTT,TTT-130,TTT-130-001,A1413-001-00
10014130-002,永康村,延平鄉,臺東縣,002,10014130,10014,TTT,TTT-130,TTT-130-002,A1413-002-00
10014130-003,紅葉村,延平鄉,臺東縣,003,10014130,10014,TTT,TTT-130,TTT-130-003,A1413-003-00
10014130-004,鸞山村,延平鄉,臺東縣,004,10014130,10014,TTT,TTT-130,TTT-130-004,A1413-004-00
10014130-005,桃源村,延平鄉,臺東縣,005,10014130,10014,TTT,TTT-130,TTT-130-005,A1413-005-00
10014140-001,新興村,金峰鄉,臺東縣,001,10014140,10014,TTT,TTT-140,TTT-140-001,A1414-001-00
10014140-002,正興村,金峰鄉,臺東縣,002,10014140,10014,TTT,TTT-140,TTT-140-002,A1414-002-00
10014140-003,嘉蘭村,金峰鄉,臺東縣,003,10014140,10014,TTT,TTT-140,TTT-140-003,A1414-003-00
10014140-004,賓茂村,金峰鄉,臺東縣,004,10014140,10014,TTT,TTT-140,TTT-140-004,A1414-004-00
10014140-005,歷坵村,金峰鄉,臺東縣,005,10014140,10014,TTT,TTT-140,TTT-140-005,A1414-005-00
10014150-001,台坂村,達仁鄉,臺東縣,001,10014150,10014,TTT,TTT-150,TTT-150-001,A1415-001-00
10014150-002,土坂村,達仁鄉,臺東縣,002,10014150,10014,TTT,TTT-150,TTT-150-002,A1415-002-00
10014150-003,新化村,達仁鄉,臺東縣,003,10014150,10014,TTT,TTT-150,TTT-150-003,A1415-003-00
10014150-004,安朔村,達仁鄉,臺東縣,004,10014150,10014,TTT,TTT-150,TTT-150-004,A1415-004-00
10014150-005,森永村,達仁鄉,臺東縣,005,10014150,10014,TTT,TTT-150,TTT-150-005,A1415-005-00
10014150-006,南田村,達仁鄉,臺東縣,006,10014150,10014,TTT,TTT-150,TTT-150-006,A1415-006-00
10014160-001,東清村,蘭嶼鄉,臺東縣,001,10014160,10014,TTT,TTT-160,TTT-160-001,A1416-001-00
10014160-002,朗島村,蘭嶼鄉,臺東縣,002,10014160,10014,TTT,TTT-160,TTT-160-002,A1416-002-00
10014160-003,紅頭村,蘭嶼鄉,臺東縣,003,10014160,10014,TTT,TTT-160,TTT-160-003,A1416-003-00
10014160-004,椰油村,蘭嶼鄉,臺東縣,004,10014160,10014,TTT,TTT-160,TTT-160-004,A1416-004-00
10015010-001,民立里,花蓮市,花蓮縣,001,10015010,10015,HUA,HUA-010,HUA-010-001,A1501-001-00
10015010-002,民運里,花蓮市,花蓮縣,002,10015010,10015,HUA,HUA-010,HUA-010-002,A1501-002-00
10015010-003,民族里,花蓮市,花蓮縣,003,10015010,10015,HUA,HUA-010,HUA-010-003,A1501-003-00
10015010-004,主信里,花蓮市,花蓮縣,004,10015010,10015,HUA,HUA-010,HUA-010-004,A1501-004-00
10015010-005,主睦里,花蓮市,花蓮縣,005,10015010,10015,HUA,HUA-010,HUA-010-005,A1501-005-00
10015010-006,主和里,花蓮市,花蓮縣,006,10015010,10015,HUA,HUA-010,HUA-010-006,A1501-006-00
10015010-007,國威里,花蓮市,花蓮縣,007,10015010,10015,HUA,HUA-010,HUA-010-007,A1501-007-00
10015010-008,國風里,花蓮市,花蓮縣,008,10015010,10015,HUA,HUA-010,HUA-010-008,A1501-008-00
10015010-009,民德里,花蓮市,花蓮縣,009,10015010,10015,HUA,HUA-010,HUA-010-009,A1501-009-00
10015010-010,民意里,花蓮市,花蓮縣,010,10015010,10015,HUA,HUA-010,HUA-010-010,A1501-010-00
