OBJECTID_1,COUNTY,COUNTY_ID,TOWN,TOWN_ID,VILLAGE,VILLAGE_ID,V_ID,TV_ALL,VILLCODE,AREA
1,嘉義市,10020,東區,10020010,中山里,061,10020010-061,東區中山里,A2001-061-00,230686.7713
2,嘉義市,10020,西區,10020020,後驛里,064,10020020-064,西區後驛里,A2002-064-00,363016.3922
3,嘉義市,10020,東區,10020010,東川里,038,10020010-038,東區東川里,A2001-038-00,630623.1991
4,嘉義市,10020,西區,10020020,番社里,061,10020020-061,西區番社里,A2002-061-00,170099.1641
5,嘉義市,10020,東區,10020010,中央里,062,10020010-062,東區中央里,A2001-062-00,194986.9182
6,嘉義市,10020,東區,10020010,東興里,060,10020010-060,東區東興里,A2001-060-00,215453.5162
7,嘉義市,10020,西區,10020020,福全里,016,10020020-016,西區福全里,A2002-016-00,510216.0467
8,嘉義市,10020,西區,10020020,港坪里,019,10020020-019,西區港坪里,A2002-019-00,1272789.4198
9,嘉義市,10020,東區,10020010,華南里,059,10020010-059,東區華南里,A2001-059-00,234277.5592
10,嘉義市,10020,西區,10020020,頭港里,020,10020020-020,西區頭港里,A2002-020-00,2374787.6855
11,嘉義市,10020,東區,10020010,荖藤里,001,10020010-001,東區荖藤里,A2001-001-00,1849121.0719
12,嘉義市,10020,東區,10020010,後湖里,002,10020010-002,東區後湖里,A2001-002-00,1954044.7712
13,嘉義市,10020,西區,10020020,北新里,070,10020020-070,西區北新里,A2002-070-00,2151704.0765
14,嘉義市,10020,西區,10020020,北湖里,012,10020020-012,西區北湖里,A2002-012-00,2464133.661
15,嘉義市,10020,東區,10020010,後庄里,036,10020010-036,東區後庄里,A2001-036-00,2074307.2537
16,嘉義市,10020,西區,10020020,竹村里,014,10020020-014,西區竹村里,A2002-014-00,1969431.7143
17,嘉義市,10020,東區,10020010,中庄里,004,10020010-004,東區中庄里,A2001-004-00,346352.5018
18,嘉義市,10020,西區,10020020,香湖里,001,10020020-001,西區香湖里,A2002-001-00,835948.5585
19,嘉義市,10020,東區,10020010,頂庄里,005,10020010-005,東區頂庄里,A2001-005-00,639619.3927
20,嘉義市,10020,西區,10020020,下埤里,013,10020020-013,西區下埤里,A2002-013-00,1495491.4974
21,嘉義市,10020,東區,10020010,義教里,068,10020010-068,東區義教里,A2001-068-00,238951.1288
22,嘉義市,10020,東區,10020010,新店里,035,10020010-035,東區新店里,A2001-035-00,756664.8835
23,嘉義市,10020,東區,10020010,仁義里,003,10020010-003,東區仁義里,A2001-003-00,259740.3278
24,嘉義市,10020,東區,10020010,圳頭里,034,10020010-034,東區圳頭里,A2001-034-00,1001144.232
25,嘉義市,10020,西區,10020020,湖邊里,002,10020020-002,西區湖邊里,A2002-002-00,209954.306
26,嘉義市,10020,西區,10020020,保安里,011,10020020-011,西區保安里,A2002-011-00,285317.3541
27,嘉義市,10020,西區,10020020,新厝里,010,10020020-010,西區新厝里,A2002-010-00,296968.1802
28,嘉義市,10020,西區,10020020,保生里,069,10020020-069,西區保生里,A2002-069-00,440592.838
29,嘉義市,10020,東區,10020010,太平里,039,10020010-039,東區太平里,A2001-039-00,586077.3839
30,嘉義市,10020,東區,10020010,盧厝里,041,10020010-041,東區盧厝里,A2001-041-00,4068007.2039
31,嘉義市,10020,西區,10020020,保福里,068,10020020-068,西區保福里,A2002-068-00,285555.8004
32,嘉義市,10020,西區,10020020,大溪里,015,10020020-015,西區大溪里,A2002-015-00,3141420.0876
33,嘉義市,10020,東區,10020010,林森里,063,10020010-063,東區林森里,A2001-063-00,317684.5751
34,嘉義市,10020,東區,10020010,北門里,064,10020010-064,東區北門里,A2001-064-00,399695.9049
35,嘉義市,10020,西區,10020020,北榮里,003,10020020-003,西區北榮里,A2002-003-00,162836.8591
36,嘉義市,10020,東區,10020010,王田里,037,10020010-037,東區王田里,A2001-037-00,539396.9325
37,嘉義市,10020,西區,10020020,竹圍里,009,10020020-009,西區竹圍里,A2002-009-00,452683.4837
38,嘉義市,10020,西區,10020020,重興里,005,10020020-005,西區重興里,A2002-005-00,181547.0986
39,嘉義市,10020,西區,10020020,福安里,065,10020020-065,西區福安里,A2002-065-00,614212.532
40,嘉義市,10020,東區,10020010,長竹里,043,10020010-043,東區長竹里,A2001-043-00,1340125.9405
41,嘉義市,10020,西區,10020020,國華里,060,10020020-060,西區國華里,A2002-060-00,196526.0424
42,嘉義市,10020,西區,10020020,慶安里,063,10020020-063,西區慶安里,A2002-063-00,92879.7138
43,嘉義市,10020,東區,10020010,文雅里,066,10020010-066,東區文雅里,A2001-066-00,415978.372
44,嘉義市,10020,西區,10020020,導明里,062,10020020-062,西區導明里,A2002-062-00,113218.5776
45,嘉義市,10020,西區,10020020,培元里,045,10020020-045,西區培元里,A2002-045-00,82571.0213
46,嘉義市,10020,西區,10020020,垂楊里,046,10020020-046,西區垂楊里,A2002-046-00,167474.6455
47,嘉義市,10020,西區,10020020,劉厝里,021,10020020-021,西區劉厝里,A2002-021-00,1323512.1632
48,嘉義市,10020,西區,10020020,自強里,055,10020020-055,西區自強里,A2002-055-00,110849.4333
49,嘉義市,10020,西區,10020020,車店里,047,10020020-047,西區車店里,A2002-047-00,391325.422
50,嘉義市,10020,西區,10020020,致遠里,052,10020020-052,西區致遠里,A2002-052-00,61304.3931
51,嘉義市,10020,西區,10020020,翠岱里,054,10020020-054,西區翠岱里,A2002-054-00,48676.6016
52,嘉義市,10020,東區,10020010,芳安里,050,10020010-050,東區芳安里,A2001-050-00,249946.9589
53,嘉義市,10020,東區,10020010,安寮里,052,10020010-052,東區安寮里,A2001-052-00,275628.2797
54,嘉義市,10020,東區,10020010,安業里,067,10020010-067,東區安業里,A2001-067-00,458709.0492
55,嘉義市,10020,東區,10020010,芳草里,049,10020010-049,東區芳草里,A2001-049-00,400356.454
56,基隆市,10017,七堵區,10017020,長興里,001,10017020-001,七堵區長興里,A1702-001-00,1477530.4314
57,基隆市,10017,七堵區,10017020,泰安里,009,10017020-009,七堵區泰安里,A1702-009-00,5397368.3474
58,基隆市,10017,七堵區,10017020,堵北里,010,10017020-010,七堵區堵北里,A1702-010-00,2263763.4332
59,基隆市,10017,七堵區,10017020,堵南里,011,10017020-011,七堵區堵南里,A1702-011-00,1442110.3568
60,基隆市,10017,七堵區,10017020,富民里,003,10017020-003,七堵區富民里,A1702-003-00,111102.1153
61,基隆市,10017,七堵區,10017020,實踐里,019,10017020-019,七堵區實踐里,A1702-019-00,423993.7048
62,基隆市,10017,七堵區,10017020,瑪西里,014,10017020-014,七堵區瑪西里,A1702-014-00,8684527.9465
63,基隆市,10017,七堵區,10017020,瑪東里,013,10017020-013,七堵區瑪東里,A1702-013-00,6255511.9412
64,基隆市,10017,七堵區,10017020,瑪南里,012,10017020-012,七堵區瑪南里,A1702-012-00,3862722.8986
65,基隆市,10017,中山區,10017050,中山里,004,10017050-004,中山區中山里,A1705-004-00,86964.5807
66,基隆市,10017,中山區,10017050,中和里,021,10017050-021,中山區中和里,A1705-021-00,2823344.4835
67,基隆市,10017,中山區,10017050,中興里,006,10017050-006,中山區中興里,A1705-006-00,199395.5628
68,基隆市,10017,中山區,10017050,仁正里,007,10017050-007,中山區仁正里,A1705-007-00,140502.1153
69,基隆市,10017,中山區,10017050,太白里,015,10017050-015,中山區太白里,A1705-015-00,859201.5301
70,嘉義市,10020,西區,10020020,美源里,050,10020020-050,西區美源里,A2002-050-00,724561.0177
71,嘉義市,10020,西區,10020020,福民里,048,10020020-048,西區福民里,A2002-048-00,542253.4984
72,嘉義市,10020,東區,10020010,頂寮里,051,10020010-051,東區頂寮里,A2001-051-00,252127.3771
73,嘉義市,10020,西區,10020020,紅瓦里,067,10020020-067,西區紅瓦里,A2002-067-00,808674.0284
74,嘉義市,10020,東區,10020010,興安里,053,10020010-053,東區興安里,A2001-053-00,1073429.3045
75,嘉義市,10020,西區,10020020,光路里,053,10020020-053,西區光路里,A2002-053-00,414340.9265
76,嘉義市,10020,東區,10020010,興仁里,055,10020010-055,東區興仁里,A2001-055-00,477209.8189
77,嘉義市,10020,西區,10020020,獅子里,066,10020020-066,西區獅子里,A2002-066-00,145620.7995
78,嘉義市,10020,東區,10020010,興村里,054,10020010-054,東區興村里,A2001-054-00,648584.4177
79,嘉義市,10020,西區,10020020,湖內里,049,10020020-049,西區湖內里,A2002-049-00,2151167.3384
80,基隆市,10017,七堵區,10017020,八德里,006,10017020-006,七堵區八德里,A1702-006-00,1639033.4325
81,基隆市,10017,七堵區,10017020,六堵里,008,10017020-008,七堵區六堵里,A1702-008-00,2349624.1816
82,基隆市,10017,七堵區,10017020,友一里,015,10017020-015,七堵區友一里,A1702-015-00,5006266.1899
83,基隆市,10017,七堵區,10017020,友二里,016,10017020-016,七堵區友二里,A1702-016-00,12026513.8956
84,基隆市,10017,七堵區,10017020,正光里,002,10017020-002,七堵區正光里,A1702-002-00,175474.4542
85,基隆市,10017,七堵區,10017020,正明里,017,10017020-017,七堵區正明里,A1702-017-00,87105.7231
86,基隆市,10017,七堵區,10017020,永平里,004,10017020-004,七堵區永平里,A1702-004-00,78977.2266
87,基隆市,10017,七堵區,10017020,永安里,005,10017020-005,七堵區永安里,A1702-005-00,900045.7723
88,基隆市,10017,七堵區,10017020,百福里,018,10017020-018,七堵區百福里,A1702-018-00,1010780.4976
89,基隆市,10017,七堵區,10017020,自強里,007,10017020-007,七堵區自強里,A1702-007-00,2557877.5938
90,基隆市,10017,七堵區,10017020,長安里,020,10017020-020,七堵區長安里,A1702-020-00,875555.2194
91,嘉義市,10020,西區,10020020,文化里,058,10020020-058,西區文化里,A2002-058-00,158394.7166
92,嘉義市,10020,西區,10020020,西榮里,059,10020020-059,西區西榮里,A2002-059-00,142413.6328
93,嘉義市,10020,東區,10020010,民族里,057,10020010-057,東區民族里,A2001-057-00,187487.4382
94,嘉義市,10020,西區,10020020,西平里,017,10020020-017,西區西平里,A2002-017-00,834354.9167
95,嘉義市,10020,西區,10020020,書院里,031,10020020-031,西區書院里,A2002-031-00,238448.4121
96,嘉義市,10020,東區,10020010,蘭潭里,065,10020010-065,東區蘭潭里,A2001-065-00,2172797.946
97,嘉義市,10020,東區,10020010,過溝里,056,10020010-056,東區過溝里,A2001-056-00,146895.1835
98,嘉義市,10020,東區,10020010,鹿寮里,042,10020010-042,東區鹿寮里,A2001-042-00,4225290.8868
99,嘉義市,10020,西區,10020020,磚■里,018,10020020-018,西區磚■里,A2002-018-00,411457.3825
100,嘉義市,10020,東區,10020010,朝陽里,058,10020010-058,東區朝陽里,A2001-058-00,137076.7227
101,嘉義市,10020,東區,10020010,短竹里,044,10020010-044,東區短竹里,A2001-044-00,421452.291
102,嘉義市,10020,西區,10020020,新富里,057,10020020-057,西區新富里,A2002-057-00,136244.3672
103,嘉義市,10020,西區,10020020,永和里,056,10020020-056,西區永和里,A2002-056-00,137542.3985
104,嘉義市,10020,東區,10020010,新開里,045,10020010-045,東區新開里,A2001-045-00,375125.1683
105,嘉義市,10020,東區,10020010,宣信里,046,10020010-046,東區宣信里,A2001-046-00,103685.8965
106,嘉義市,10020,東區,10020010,興南里,047,10020010-047,東區興南里,A2001-047-00,124855.6055
107,嘉義市,10020,東區,10020010,豐年里,048,10020010-048,東區豐年里,A2001-048-00,142160.6241
108,嘉義市,10020,西區,10020020,育英里,051,10020020-051,西區育英里,A2002-051-00,208419.6715
109,嘉義市,10020,西區,10020020,新西里,022,10020020-022,西區新西里,A2002-022-00,177575.7251
110,基隆市,10017,中山區,10017050,西定里,018,10017050-018,中山區西定里,A1705-018-00,226727.3813
111,基隆市,10017,中山區,10017050,西康里,019,10017050-019,中山區西康里,A1705-019-00,276625.1881
112,基隆市,10017,中山區,10017050,西華里,017,10017050-017,中山區西華里,A1705-017-00,111635.6153
113,基隆市,10017,中山區,10017050,西榮里,016,10017050-016,中山區西榮里,A1705-016-00,28077.4724
114,基隆市,10017,中山區,10017050,協和里,012,10017050-012,中山區協和里,A1705-012-00,1149421.3423
115,基隆市,10017,中山區,10017050,和平里,023,10017050-023,中山區和平里,A1705-023-00,362615.6471
116,基隆市,10017,中山區,10017050,和慶里,024,10017050-024,中山區和慶里,A1705-024-00,220359.4427
117,基隆市,10017,中山區,10017050,居仁里,010,10017050-010,中山區居仁里,A1705-010-00,300693.813
118,基隆市,10017,中正區,10017010,砂灣里,012,10017010-012,中正區砂灣里,A1701-012-00,561393.1857
119,基隆市,10017,中正區,10017010,海濱里,015,10017010-015,中正區海濱里,A1701-015-00,1131488.0409
120,基隆市,10017,中正區,10017010,真砂里,011,10017010-011,中正區真砂里,A1701-011-00,161471.2956
121,基隆市,10017,中正區,10017010,港通里,005,10017010-005,中正區港通里,A1701-005-00,170826.3468
122,基隆市,10017,中正區,10017010,新富里,026,10017010-026,中正區新富里,A1701-026-00,268339.6282
123,基隆市,10017,中正區,10017010,新豐里,025,10017010-025,中正區新豐里,A1701-025-00,565750.5206
124,基隆市,10017,中正區,10017010,義重里,004,10017010-004,中正區義重里,A1701-004-00,32856.1421
125,基隆市,10017,中正區,10017010,碧砂里,020,10017010-020,中正區碧砂里,A1701-020-00,399942.3925
126,基隆市,10017,中正區,10017010,德義里,001,10017010-001,中正區德義里,A1701-001-00,72698.9374
127,基隆市,10017,仁愛區,10017040,仁德里,009,10017040-009,仁愛區仁德里,A1704-009-00,74054.5507
128,基隆市,10017,中山區,10017050,健民里,008,10017050-008,中山區健民里,A1705-008-00,172274.4253
129,基隆市,10017,中山區,10017050,通化里,009,10017050-009,中山區通化里,A1705-009-00,247222.5409
130,基隆市,10017,中山區,10017050,通明里,011,10017050-011,中山區通明里,A1705-011-00,193261.5225
131,基隆市,10017,中山區,10017050,新建里,001,10017050-001,中山區新建里,A1705-001-00,30768.4132
132,基隆市,10017,中山區,10017050,德安里,022,10017050-022,中山區德安里,A1705-022-00,558552.4393
133,基隆市,10017,中山區,10017050,德和里,020,10017050-020,中山區德和里,A1705-020-00,409894.451
134,基隆市,10017,中正區,10017010,入船里,008,10017010-008,中正區入船里,A1701-008-00,335170.4557
135,基隆市,10017,中正區,10017010,八斗里,019,10017010-019,中正區八斗里,A1701-019-00,488186.2825
136,基隆市,10017,中正區,10017010,中正里,023,10017010-023,中正區中正里,A1701-023-00,124479.5895
137,基隆市,10017,中正區,10017010,中砂里,009,10017010-009,中正區中砂里,A1701-009-00,196238.2393
138,基隆市,10017,中正區,10017010,中船里,006,10017010-006,中正區中船里,A1701-006-00,180543.6143
139,基隆市,10017,中正區,10017010,中濱里,014,10017010-014,中正區中濱里,A1701-014-00,127327.9918
140,基隆市,10017,中正區,10017010,平寮里,018,10017010-018,中正區平寮里,A1701-018-00,684853.6729
141,基隆市,10017,中正區,10017010,正砂里,010,10017010-010,中正區正砂里,A1701-010-00,366169.6454
142,基隆市,10017,中正區,10017010,正船里,007,10017010-007,中正區正船里,A1701-007-00,40658.0703
143,基隆市,10017,中正區,10017010,正義里,002,10017010-002,中正區正義里,A1701-002-00,46812.5331
144,基隆市,10017,中正區,10017010,正濱里,024,10017010-024,中正區正濱里,A1701-024-00,92280.9521
145,基隆市,10017,中正區,10017010,和憲里,017,10017010-017,中正區和憲里,A1701-017-00,375748.5417
146,基隆市,10017,中正區,10017010,社寮里,016,10017010-016,中正區社寮里,A1701-016-00,241755.9178
147,基隆市,10017,中正區,10017010,長潭里,021,10017010-021,中正區長潭里,A1701-021-00,573502.9257
148,基隆市,10017,中正區,10017010,信義里,003,10017010-003,中正區信義里,A1701-003-00,27053.0227
149,基隆市,10017,中正區,10017010,建國里,013,10017010-013,中正區建國里,A1701-013-00,767512.94
150,基隆市,10017,中正區,10017010,砂子里,022,10017010-022,中正區砂子里,A1701-022-00,1989616.5458
151,基隆市,10017,中山區,10017050,文化里,013,10017050-013,中山區文化里,A1705-013-00,828266.769
152,基隆市,10017,中山區,10017050,仙洞里,014,10017050-014,中山區仙洞里,A1705-014-00,347157.7932
153,基隆市,10017,中山區,10017050,民治里,005,10017050-005,中山區民治里,A1705-005-00,86018.2111
154,基隆市,10017,中山區,10017050,安平里,003,10017050-003,中山區安平里,A1705-003-00,39378.6454
155,基隆市,10017,中山區,10017050,安民里,002,10017050-002,中山區安民里,A1705-002-00,42869.3329
156,基隆市,10017,仁愛區,10017040,育仁里,014,10017040-014,仁愛區育仁里,A1704-014-00,107014.418
157,基隆市,10017,仁愛區,10017040,和明里,006,10017040-006,仁愛區和明里,A1704-006-00,86607.1037
158,基隆市,10017,仁愛區,10017040,忠勇里,007,10017040-007,仁愛區忠勇里,A1704-007-00,35775.3301
159,基隆市,10017,仁愛區,10017040,明德里,025,10017040-025,仁愛區明德里,A1704-025-00,20911.3825
160,基隆市,10017,仁愛區,10017040,林泉里,001,10017040-001,仁愛區林泉里,A1704-001-00,215036.8543
161,基隆市,10017,仁愛區,10017040,花崗里,002,10017040-002,仁愛區花崗里,A1704-002-00,26898.5059
162,基隆市,10017,仁愛區,10017040,英仁里,015,10017040-015,仁愛區英仁里,A1704-015-00,1652419.9718
163,基隆市,10017,仁愛區,10017040,虹橋里,003,10017040-003,仁愛區虹橋里,A1704-003-00,40606.1218
164,基隆市,10017,仁愛區,10017040,書院里,023,10017040-023,仁愛區書院里,A1704-023-00,179842.0693
165,基隆市,10017,仁愛區,10017040,崇文里,019,10017040-019,仁愛區崇文里,A1704-019-00,35551.7912
166,基隆市,10017,仁愛區,10017040,博愛里,010,10017040-010,仁愛區博愛里,A1704-010-00,38487.8458
167,基隆市,10017,安樂區,10017060,新崙里,014,10017060-014,安樂區新崙里,A1706-014-00,1332206.887
168,基隆市,10017,安樂區,10017060,嘉仁里,008,10017060-008,安樂區嘉仁里,A1706-008-00,232258.1941
169,基隆市,10017,安樂區,10017060,樂一里,010,10017060-010,安樂區樂一里,A1706-010-00,48562.5074
170,基隆市,10017,安樂區,10017060,興寮里,023,10017060-023,安樂區興寮里,A1706-023-00,1188969.6719
171,基隆市,10017,安樂區,10017060,鶯安里,024,10017060-024,安樂區鶯安里,A1706-024-00,674569.9175
172,基隆市,10017,仁愛區,10017040,智仁里,005,10017040-005,仁愛區智仁里,A1704-005-00,108773.7013
173,基隆市,10017,仁愛區,10017040,朝棟里,024,10017040-024,仁愛區朝棟里,A1704-024-00,93601.0897
174,基隆市,10017,仁愛區,10017040,新店里,028,10017040-028,仁愛區新店里,A1704-028-00,45617.4429
175,基隆市,10017,仁愛區,10017040,獅球里,022,10017040-022,仁愛區獅球里,A1704-022-00,177294.7581
176,基隆市,10017,仁愛區,10017040,誠仁里,012,10017040-012,仁愛區誠仁里,A1704-012-00,35581.2755
177,基隆市,10017,仁愛區,10017040,福仁里,011,10017040-011,仁愛區福仁里,A1704-011-00,46221.718
178,基隆市,10017,仁愛區,10017040,德厚里,017,10017040-017,仁愛區德厚里,A1704-017-00,140087.6172
179,基隆市,10017,仁愛區,10017040,龍門里,016,10017040-016,仁愛區龍門里,A1704-016-00,524578.7477
180,基隆市,10017,安樂區,10017060,七賢里,019,10017060-019,安樂區七賢里,A1706-019-00,192214.2935
181,基隆市,10017,安樂區,10017060,三民里,015,10017060-015,安樂區三民里,A1706-015-00,193877.5405
182,基隆市,10017,安樂區,10017060,干城里,006,10017060-006,安樂區干城里,A1706-006-00,205389.0432
183,基隆市,10017,安樂區,10017060,中崙里,012,10017060-012,安樂區中崙里,A1706-012-00,3742088.3267
184,基隆市,10017,安樂區,10017060,五福里,017,10017060-017,安樂區五福里,A1706-017-00,99499.9109
185,基隆市,10017,安樂區,10017060,內寮里,013,10017060-013,安樂區內寮里,A1706-013-00,3682942.1485
186,基隆市,10017,安樂區,10017060,六合里,018,10017060-018,安樂區六合里,A1706-018-00,86896.1322
187,基隆市,10017,安樂區,10017060,四維里,016,10017060-016,安樂區四維里,A1706-016-00,483429.4606
188,基隆市,10017,安樂區,10017060,外寮里,011,10017060-011,安樂區外寮里,A1706-011-00,2068121.4612
189,基隆市,10017,安樂區,10017060,永康里,007,10017060-007,安樂區永康里,A1706-007-00,215559.0861
190,基隆市,10017,安樂區,10017060,安和里,009,10017060-009,安樂區安和里,A1706-009-00,38500.9344
191,基隆市,10017,安樂區,10017060,西川里,001,10017060-001,安樂區西川里,A1706-001-00,204335.8093
192,基隆市,10017,安樂區,10017060,壯觀里,025,10017060-025,安樂區壯觀里,A1706-025-00,432279.9876
193,基隆市,10017,安樂區,10017060,定邦里,004,10017060-004,安樂區定邦里,A1706-004-00,29263.6162
194,基隆市,10017,安樂區,10017060,定國里,002,10017060-002,安樂區定國里,A1706-002-00,72372.6304
195,基隆市,10017,安樂區,10017060,武崙里,021,10017060-021,安樂區武崙里,A1706-021-00,1160237.0605
196,基隆市,10017,安樂區,10017060,長樂里,022,10017060-022,安樂區長樂里,A1706-022-00,166568.3278
197,基隆市,10017,安樂區,10017060,慈仁里,005,10017060-005,安樂區慈仁里,A1706-005-00,47939.6289
198,基隆市,10017,安樂區,10017060,新西里,003,10017060-003,安樂區新西里,A1706-003-00,201809.8474
199,基隆市,10017,仁愛區,10017040,文安里,020,10017040-020,仁愛區文安里,A1704-020-00,56423.5132
200,基隆市,10017,仁愛區,10017040,文昌里,027,10017040-027,仁愛區文昌里,A1704-027-00,132316.1104
201,基隆市,10017,仁愛區,10017040,水錦里,004,10017040-004,仁愛區水錦里,A1704-004-00,137566.9424
202,基隆市,10017,仁愛區,10017040,玉田里,008,10017040-008,仁愛區玉田里,A1704-008-00,45271.5397
203,基隆市,10017,仁愛區,10017040,光華里,029,10017040-029,仁愛區光華里,A1704-029-00,115582.3643
204,基隆市,10017,仁愛區,10017040,兆連里,021,10017040-021,仁愛區兆連里,A1704-021-00,22424.3354
205,基隆市,10017,仁愛區,10017040,吉仁里,013,10017040-013,仁愛區吉仁里,A1704-013-00,259367.113
206,基隆市,10017,仁愛區,10017040,同風里,026,10017040-026,仁愛區同風里,A1704-026-00,22837.3893
207,基隆市,10017,仁愛區,10017040,曲水里,018,10017040-018,仁愛區曲水里,A1704-018-00,49044.3679
208,基隆市,10017,信義區,10017070,東明里,013,10017070-013,信義區東明里,A1707-013-00,713314.5743
209,基隆市,10017,信義區,10017070,東信里,016,10017070-016,信義區東信里,A1707-016-00,324278.8375
210,基隆市,10017,信義區,10017070,信綠里,011,10017070-011,信義區信綠里,A1707-011-00,235212.407
211,基隆市,10017,信義區,10017070,智誠里,008,10017070-008,信義區智誠里,A1707-008-00,1854932.102
212,基隆市,10017,信義區,10017070,智慧里,007,10017070-007,信義區智慧里,A1707-007-00,61295.647
213,基隆市,10017,信義區,10017070,義民里,005,10017070-005,信義區義民里,A1707-005-00,106355.1202
214,基隆市,10017,信義區,10017070,義和里,006,10017070-006,信義區義和里,A1707-006-00,154751.4045
215,基隆市,10017,信義區,10017070,義幸里,004,10017070-004,信義區義幸里,A1707-004-00,134977.7334
216,基隆市,10017,信義區,10017070,義昭里,003,10017070-003,信義區義昭里,A1707-003-00,146408.3759
217,基隆市,10017,信義區,10017070,禮東里,010,10017070-010,信義區禮東里,A1707-010-00,175522.7341
218,宜蘭縣,10002,宜蘭市,10002010,凱旋里,012,10002010-012,宜蘭市凱旋里,A0201-012-00,2179261.8232
219,宜蘭縣,10002,宜蘭市,10002010,黎明里,013,10002010-013,宜蘭市黎明里,A0201-013-00,2493530.1955
220,宜蘭縣,10002,宜蘭市,10002010,東村里,014,10002010-014,宜蘭市東村里,A0201-014-00,1041228.4241
221,宜蘭縣,10002,宜蘭市,10002010,延平里,015,10002010-015,宜蘭市延平里,A0201-015-00,2153572.7802
222,宜蘭縣,10002,宜蘭市,10002010,七張里,016,10002010-016,宜蘭市七張里,A0201-016-00,1433616.4113
223,基隆市,10017,信義區,10017070,禮儀里,009,10017070-009,信義區禮儀里,A1707-009-00,220310.0647
224,基隆市,10017,暖暖區,10017030,八中里,011,10017030-011,暖暖區八中里,A1703-011-00,135307.4518
225,基隆市,10017,暖暖區,10017030,八西里,001,10017030-001,暖暖區八西里,A1703-001-00,368038.7828
226,基隆市,10017,暖暖區,10017030,八南里,003,10017030-003,暖暖區八南里,A1703-003-00,1266393.359
227,基隆市,10017,暖暖區,10017030,八堵里,002,10017030-002,暖暖區八堵里,A1703-002-00,400842.2952
228,基隆市,10017,暖暖區,10017030,暖同里,007,10017030-007,暖暖區暖同里,A1703-007-00,124852.9727
229,基隆市,10017,暖暖區,10017030,暖西里,010,10017030-010,暖暖區暖西里,A1703-010-00,9150377.9182
230,基隆市,10017,暖暖區,10017030,暖東里,009,10017030-009,暖暖區暖東里,A1703-009-00,7237772.4178
231,基隆市,10017,暖暖區,10017030,暖暖里,008,10017030-008,暖暖區暖暖里,A1703-008-00,557618.6926
232,基隆市,10017,暖暖區,10017030,過港里,004,10017030-004,暖暖區過港里,A1703-004-00,1471805.9656
233,基隆市,10017,暖暖區,10017030,碇內里,005,10017030-005,暖暖區碇內里,A1703-005-00,152462.6229
234,基隆市,10017,暖暖區,10017030,碇安里,012,10017030-012,暖暖區碇安里,A1703-012-00,363273.0087
235,基隆市,10017,暖暖區,10017030,碇和里,006,10017030-006,暖暖區碇和里,A1703-006-00,638702.3115
236,基隆市,10017,暖暖區,10017030,碇祥里,013,10017030-013,暖暖區碇祥里,A1703-013-00,1145677.6163
237,宜蘭縣,10002,宜蘭市,10002010,神農里,001,10002010-001,宜蘭市神農里,A0201-001-00,149886.9954
238,宜蘭縣,10002,宜蘭市,10002010,民權里,002,10002010-002,宜蘭市民權里,A0201-002-00,179759.3937
239,宜蘭縣,10002,宜蘭市,10002010,民生里,003,10002010-003,宜蘭市民生里,A0201-003-00,24572.9116
240,宜蘭縣,10002,宜蘭市,10002010,昇平里,004,10002010-004,宜蘭市昇平里,A0201-004-00,40376.1637
241,宜蘭縣,10002,宜蘭市,10002010,大東里,005,10002010-005,宜蘭市大東里,A0201-005-00,44084.1212
242,宜蘭縣,10002,宜蘭市,10002010,新興里,006,10002010-006,宜蘭市新興里,A0201-006-00,166083.0331
243,宜蘭縣,10002,宜蘭市,10002010,和睦里,007,10002010-007,宜蘭市和睦里,A0201-007-00,495678.4828
244,宜蘭縣,10002,宜蘭市,10002010,進士里,008,10002010-008,宜蘭市進士里,A0201-008-00,1701038.3254
245,宜蘭縣,10002,宜蘭市,10002010,南橋里,009,10002010-009,宜蘭市南橋里,A0201-009-00,1704072.3007
246,宜蘭縣,10002,宜蘭市,10002010,建業里,010,10002010-010,宜蘭市建業里,A0201-010-00,2344942.2473
247,宜蘭縣,10002,宜蘭市,10002010,南津里,011,10002010-011,宜蘭市南津里,A0201-011-00,1602768.5731
248,基隆市,10017,安樂區,10017060,鶯歌里,020,10017060-020,安樂區鶯歌里,A1706-020-00,1067456.5023
249,基隆市,10017,信義區,10017070,仁義里,002,10017070-002,信義區仁義里,A1707-002-00,117168.633
250,基隆市,10017,信義區,10017070,仁壽里,001,10017070-001,信義區仁壽里,A1707-001-00,124305.4464
251,基隆市,10017,信義區,10017070,孝岡里,015,10017070-015,信義區孝岡里,A1707-015-00,1773011.812
252,基隆市,10017,信義區,10017070,孝忠里,020,10017070-020,信義區孝忠里,A1707-020-00,1085923.4916
253,基隆市,10017,信義區,10017070,孝深里,017,10017070-017,信義區孝深里,A1707-017-00,1719023.8407
254,基隆市,10017,信義區,10017070,孝德里,019,10017070-019,信義區孝德里,A1707-019-00,380545.4486
255,基隆市,10017,信義區,10017070,孝賢里,018,10017070-018,信義區孝賢里,A1707-018-00,314182.0131
256,基隆市,10017,信義區,10017070,東光里,012,10017070-012,信義區東光里,A1707-012-00,193883.9125
257,基隆市,10017,信義區,10017070,東安里,014,10017070-014,信義區東安里,A1707-014-00,899088.2829
258,宜蘭縣,10002,宜蘭市,10002010,梅洲里,027,10002010-027,宜蘭市梅洲里,A0201-027-00,3560526.4611
