OBJECTID_1,COUNTY,COUNTY_ID,TOWN,TOWN_ID,VILLAGE,VILLAGE_ID,V_ID,TV_ALL,VILLCODE,AREA
3353,高雄市,64000,湖內區,64000250,葉厝里,005,64000250-005,湖內區葉厝里,A6425-005-00,359315.0778
3354,高雄市,64000,湖內區,64000250,大湖里,006,64000250-006,湖內區大湖里,A6425-006-00,2704485.4669
3355,高雄市,64000,湖內區,64000250,田尾里,007,64000250-007,湖內區田尾里,A6425-007-00,1467663.9757
3356,高雄市,64000,湖內區,64000250,湖內里,008,64000250-008,湖內區湖內里,A6425-008-00,2728892.8255
3357,高雄市,64000,湖內區,64000250,海埔里,009,64000250-009,湖內區海埔里,A6425-009-00,1530939.7993
3358,高雄市,64000,湖內區,64000250,文賢里,010,64000250-010,湖內區文賢里,A6425-010-00,515087.2325
3359,高雄市,64000,湖內區,64000250,中賢里,011,64000250-011,湖內區中賢里,A6425-011-00,2294339.4628
3360,高雄市,64000,湖內區,64000250,逸賢里,012,64000250-012,湖內區逸賢里,A6425-012-00,1133569.3001
3361,高雄市,64000,湖內區,64000250,忠興里,013,64000250-013,湖內區忠興里,A6425-013-00,1323719.0886
3362,高雄市,64000,湖內區,64000250,湖東里,014,64000250-014,湖內區湖東里,A6425-014-00,1107131.8214
3363,高雄市,64000,內門區,64000350,內豊里,008,64000350-008,內門區內豊里,A6435-008-00,1655199.9756
3364,高雄市,64000,田寮區,64000220,西德里,007,64000220-007,田寮區西德里,A6422-007-00,9724329.9655
3365,高雄市,64000,田寮區,64000220,三和里,008,64000220-008,田寮區三和里,A6422-008-00,5966434.1525
3366,高雄市,64000,田寮區,64000220,古亭里,009,64000220-009,田寮區古亭里,A6422-009-00,11844251.8419
3367,高雄市,64000,田寮區,64000220,新興里,010,64000220-010,田寮區新興里,A6422-010-00,8252591.5016
3368,高雄市,64000,阿蓮區,64000230,石安里,001,64000230-001,阿蓮區石安里,A6423-001-00,2386190.2497
3369,高雄市,64000,阿蓮區,64000230,中路里,002,64000230-002,阿蓮區中路里,A6423-002-00,4440601.924
3370,高雄市,64000,阿蓮區,64000230,峯山里,003,64000230-003,阿蓮區峯山里,A6423-003-00,3928683.1424
3371,高雄市,64000,阿蓮區,64000230,港後里,004,64000230-004,阿蓮區港後里,A6423-004-00,5360366.737
3372,高雄市,64000,阿蓮區,64000230,崗山里,005,64000230-005,阿蓮區崗山里,A6423-005-00,3552178.0046
3373,嘉義縣,10010,溪口鄉,10010060,妙崙村,013,10010060-013,溪口鄉妙崙村,,3315985.4983
3374,嘉義縣,10010,溪口鄉,10010060,本厝村,010,10010060-010,溪口鄉本厝村,,4046231.4162
3375,高雄市,64000,阿蓮區,64000230,阿蓮里,006,64000230-006,阿蓮區阿蓮里,A6423-006-00,2104605.5506
3376,高雄市,64000,阿蓮區,64000230,清蓮里,007,64000230-007,阿蓮區清蓮里,A6423-007-00,318306.1363
3377,高雄市,64000,阿蓮區,64000230,和蓮里,008,64000230-008,阿蓮區和蓮里,A6423-008-00,707689.5053
3378,高雄市,64000,阿蓮區,64000230,青旗里,009,64000230-009,阿蓮區青旗里,A6423-009-00,1781108.5237
3379,高雄市,64000,阿蓮區,64000230,復安里,010,64000230-010,阿蓮區復安里,A6423-010-00,4929797.5532
3380,高雄市,64000,阿蓮區,64000230,玉庫里,011,64000230-011,阿蓮區玉庫里,A6423-011-00,4239788.9299
3381,高雄市,64000,阿蓮區,64000230,南蓮里,012,64000230-012,阿蓮區南蓮里,A6423-012-00,1590026.8636
3382,高雄市,64000,路竹區,64000240,竹滬里,001,64000240-001,路竹區竹滬里,A6424-001-00,2866023.2686
3383,高雄市,64000,路竹區,64000240,頂寮里,002,64000240-002,路竹區頂寮里,A6424-002-00,2118169.453
3384,高雄市,64000,路竹區,64000240,新達里,003,64000240-003,路竹區新達里,A6424-003-00,1958181.0062
3385,高雄市,64000,路竹區,64000240,後鄉里,004,64000240-004,路竹區後鄉里,A6424-004-00,3315267.2849
3386,高雄市,64000,路竹區,64000240,北嶺里,005,64000240-005,路竹區北嶺里,A6424-005-00,3966010.2733
3387,高雄市,64000,內門區,64000350,瑞山里,017,64000350-017,內門區瑞山里,A6435-017-00,6125580.7014
3388,高雄市,64000,路竹區,64000240,社西里,006,64000240-006,路竹區社西里,A6424-006-00,975154.3079
3389,高雄市,64000,路竹區,64000240,甲北里,007,64000240-007,路竹區甲北里,A6424-007-00,4461721.309
3390,高雄市,64000,路竹區,64000240,甲南里,008,64000240-008,路竹區甲南里,A6424-008-00,2845142.9872
3391,高雄市,64000,路竹區,64000240,下坑里,009,64000240-009,路竹區下坑里,A6424-009-00,4177862.4288
3392,高雄市,64000,路竹區,64000240,竹園里,010,64000240-010,路竹區竹園里,A6424-010-00,5121405.1786
3393,高雄市,64000,路竹區,64000240,竹東里,011,64000240-011,路竹區竹東里,A6424-011-00,418492.2356
3394,高雄市,64000,路竹區,64000240,竹西里,012,64000240-012,路竹區竹西里,A6424-012-00,1216624.9234
3395,高雄市,64000,路竹區,64000240,文北里,013,64000240-013,路竹區文北里,A6424-013-00,1419899.6823
3396,高雄市,64000,彌陀區,64000280,彌仁里,003,64000280-003,彌陀區彌仁里,A6428-003-00,121991.1505
3397,高雄市,64000,彌陀區,64000280,彌壽里,004,64000280-004,彌陀區彌壽里,A6428-004-00,76958.5077
3398,高雄市,64000,彌陀區,64000280,彌陀里,005,64000280-005,彌陀區彌陀里,A6428-005-00,942210.4049
3399,高雄市,64000,彌陀區,64000280,舊港里,006,64000280-006,彌陀區舊港里,A6428-006-00,2335118.684
3400,高雄市,64000,彌陀區,64000280,文安里,007,64000280-007,彌陀區文安里,A6428-007-00,656985.2325
3401,高雄市,64000,彌陀區,64000280,鹽埕里,008,64000280-008,彌陀區鹽埕里,A6428-008-00,1258872.1904
3402,高雄市,64000,彌陀區,64000280,過港里,009,64000280-009,彌陀區過港里,A6428-009-00,410298.3503
3403,高雄市,64000,彌陀區,64000280,海尾里,010,64000280-010,彌陀區海尾里,A6428-010-00,1850999.6227
3404,高雄市,64000,彌陀區,64000280,漯底里,011,64000280-011,彌陀區漯底里,A6428-011-00,1540589.7224
3405,高雄市,64000,彌陀區,64000280,南寮里,012,64000280-012,彌陀區南寮里,A6428-012-00,2248401.5914
3406,高雄市,64000,梓官區,64000290,梓信里,001,64000290-001,梓官區梓信里,A6429-001-00,1459884.7337
3407,高雄市,64000,梓官區,64000290,梓義里,002,64000290-002,梓官區梓義里,A6429-002-00,586066.7236
3408,高雄市,64000,旗山區,64000300,太平里,001,64000300-001,旗山區太平里,A6430-001-00,654267.7395
3409,高雄市,64000,旗山區,64000300,大德里,002,64000300-002,旗山區大德里,A6430-002-00,751670.2863
3410,高雄市,64000,旗山區,64000300,湄洲里,003,64000300-003,旗山區湄洲里,A6430-003-00,1047991.7238
3411,高雄市,64000,旗山區,64000300,圓富里,004,64000300-004,旗山區圓富里,A6430-004-00,5090401.6143
3412,高雄市,64000,旗山區,64000300,中正里,005,64000300-005,旗山區中正里,A6430-005-00,6040657.8969
3413,高雄市,64000,旗山區,64000300,大林里,006,64000300-006,旗山區大林里,A6430-006-00,6493774.7784
3414,高雄市,64000,旗山區,64000300,上洲里,007,64000300-007,旗山區上洲里,A6430-007-00,1619339.2017
3415,高雄市,64000,旗山區,64000300,新光里,008,64000300-008,旗山區新光里,A6430-008-00,6306649.0874
3416,高雄市,64000,旗山區,64000300,南勝里,009,64000300-009,旗山區南勝里,A6430-009-00,17932217.1749
3417,高雄市,64000,旗山區,64000300,中寮里,010,64000300-010,旗山區中寮里,A6430-010-00,3367134.1077
3418,高雄市,64000,旗山區,64000300,東平里,011,64000300-011,旗山區東平里,A6430-011-00,7966773.8528
3419,高雄市,64000,梓官區,64000290,梓和里,003,64000290-003,梓官區梓和里,A6429-003-00,504589.6454
3420,高雄市,64000,梓官區,64000290,梓平里,004,64000290-004,梓官區梓平里,A6429-004-00,885074.0773
3421,高雄市,64000,梓官區,64000290,中崙里,005,64000290-005,梓官區中崙里,A6429-005-00,837974.9101
3422,高雄市,64000,梓官區,64000290,赤崁里,006,64000290-006,梓官區赤崁里,A6429-006-00,1585124.1761
3423,高雄市,64000,梓官區,64000290,禮蚵里,007,64000290-007,梓官區禮蚵里,A6429-007-00,187970.9999
3424,高雄市,64000,梓官區,64000290,智蚵里,008,64000290-008,梓官區智蚵里,A6429-008-00,593605.2334
3425,高雄市,64000,梓官區,64000290,信蚵里,009,64000290-009,梓官區信蚵里,A6429-009-00,759221.5372
3426,高雄市,64000,梓官區,64000290,同安里,010,64000290-010,梓官區同安里,A6429-010-00,1047660.5931
3427,高雄市,64000,梓官區,64000290,大舍里,011,64000290-011,梓官區大舍里,A6429-011-00,1075121.5068
3428,高雄市,64000,梓官區,64000290,赤東里,012,64000290-012,梓官區赤東里,A6429-012-00,492074.3105
3429,高雄市,64000,梓官區,64000290,赤西里,013,64000290-013,梓官區赤西里,A6429-013-00,82705.7257
3430,高雄市,64000,梓官區,64000290,茄苳里,014,64000290-014,梓官區茄苳里,A6429-014-00,695362.6564
3431,高雄市,64000,梓官區,64000290,典寶里,015,64000290-015,梓官區典寶里,A6429-015-00,1102119.8684
3432,高雄市,64000,茄萣區,64000260,大定里,009,64000260-009,茄萣區大定里,A6426-009-00,734165.4015
3433,高雄市,64000,茄萣區,64000260,吉定里,010,64000260-010,茄萣區吉定里,A6426-010-00,783025.4131
3434,高雄市,64000,茄萣區,64000260,嘉樂里,011,64000260-011,茄萣區嘉樂里,A6426-011-00,193203.043
3435,高雄市,64000,茄萣區,64000260,嘉泰里,012,64000260-012,茄萣區嘉泰里,A6426-012-00,73657.3006
3436,高雄市,64000,茄萣區,64000260,嘉福里,013,64000260-013,茄萣區嘉福里,A6426-013-00,61823.8351
3437,高雄市,64000,茄萣區,64000260,和協里,014,64000260-014,茄萣區和協里,A6426-014-00,124823.1461
3438,高雄市,64000,茄萣區,64000260,崎漏里,015,64000260-015,茄萣區崎漏里,A6426-015-00,11463062.0797
3439,高雄市,64000,永安區,64000270,永安里,001,64000270-001,永安區永安里,A6427-001-00,1852861.1256
3440,高雄市,64000,永安區,64000270,永華里,002,64000270-002,永安區永華里,A6427-002-00,2900681.2337
3441,高雄市,64000,永安區,64000270,新港里,003,64000270-003,永安區新港里,A6427-003-00,5214498.1437
3442,高雄市,64000,永安區,64000270,鹽田里,004,64000270-004,永安區鹽田里,A6427-004-00,5531821.875
3443,高雄市,64000,永安區,64000270,保寧里,005,64000270-005,永安區保寧里,A6427-005-00,4383472.9123
3444,高雄市,64000,永安區,64000270,維新里,006,64000270-006,永安區維新里,A6427-006-00,6553524.5594
3445,高雄市,64000,彌陀區,64000280,光和里,001,64000280-001,彌陀區光和里,A6428-001-00,2579208.4257
3446,高雄市,64000,彌陀區,64000280,彌靖里,002,64000280-002,彌陀區彌靖里,A6428-002-00,551827.3533
3447,高雄市,64000,六龜區,64000320,新威里,001,64000320-001,六龜區新威里,A6432-001-00,8042424.0343
3448,高雄市,64000,六龜區,64000320,新興里,002,64000320-002,六龜區新興里,A6432-002-00,12546550.4107
3449,高雄市,64000,六龜區,64000320,新寮里,003,64000320-003,六龜區新寮里,A6432-003-00,9743295.3575
3450,高雄市,64000,六龜區,64000320,荖濃里,005,64000320-005,六龜區荖濃里,A6432-005-00,30521638.6014
3451,高雄市,64000,六龜區,64000320,六龜里,006,64000320-006,六龜區六龜里,A6432-006-00,7805800.9708
3452,高雄市,64000,六龜區,64000320,義寶里,007,64000320-007,六龜區義寶里,A6432-007-00,1121079.7957
3453,高雄市,64000,六龜區,64000320,興龍里,008,64000320-008,六龜區興龍里,A6432-008-00,10941855.67
3454,高雄市,64000,六龜區,64000320,中興里,009,64000320-009,六龜區中興里,A6432-009-00,16169995.4725
3455,高雄市,64000,六龜區,64000320,寶來里,010,64000320-010,六龜區寶來里,A6432-010-00,26662361.0901
3456,高雄市,64000,六龜區,64000320,文武里,011,64000320-011,六龜區文武里,A6432-011-00,12660305.0768
3457,高雄市,64000,六龜區,64000320,大津里,012,64000320-012,六龜區大津里,A6432-012-00,9971250.9545
3458,高雄市,64000,甲仙區,64000330,東安里,001,64000330-001,甲仙區東安里,A6433-001-00,15807019.8624
3459,高雄市,64000,甲仙區,64000330,西安里,002,64000330-002,甲仙區西安里,A6433-002-00,13670840.0104
3460,高雄市,64000,甲仙區,64000330,寶隆里,005,64000330-005,甲仙區寶隆里,A6433-005-00,5101326.6178
3461,高雄市,64000,甲仙區,64000330,關山里,006,64000330-006,甲仙區關山里,A6433-006-00,23955876.8488
3462,高雄市,64000,甲仙區,64000330,小林里,007,64000330-007,甲仙區小林里,A6433-007-00,49004456.7217
3463,高雄市,64000,杉林區,64000340,杉林里,001,64000340-001,杉林區杉林里,A6434-001-00,13422450.9385
3464,高雄市,64000,杉林區,64000340,木梓里,002,64000340-002,杉林區木梓里,A6434-002-00,14299829.376
3465,高雄市,64000,杉林區,64000340,集來里,003,64000340-003,杉林區集來里,A6434-003-00,37429377.2592
3466,高雄市,64000,杉林區,64000340,新庄里,004,64000340-004,杉林區新庄里,A6434-004-00,10299309.8418
3467,高雄市,64000,杉林區,64000340,上平里,005,64000340-005,杉林區上平里,A6434-005-00,6746172.1228
3468,高雄市,64000,杉林區,64000340,月美里,007,64000340-007,杉林區月美里,A6434-007-00,9900160.8919
3469,高雄市,64000,內門區,64000350,溝坪里,001,64000350-001,內門區溝坪里,A6435-001-00,10975042.1654
3470,高雄市,64000,內門區,64000350,金竹里,002,64000350-002,內門區金竹里,A6435-002-00,8059533.9717
3471,高雄市,64000,內門區,64000350,永富里,003,64000350-003,內門區永富里,A6435-003-00,8705833.4671
3472,高雄市,64000,內門區,64000350,永吉里,004,64000350-004,內門區永吉里,A6435-004-00,3218978.599
3473,高雄市,64000,內門區,64000350,永興里,005,64000350-005,內門區永興里,A6435-005-00,3326994.9345
3474,高雄市,64000,內門區,64000350,石坑里,006,64000350-006,內門區石坑里,A6435-006-00,4745557.2232
3475,高雄市,64000,內門區,64000350,觀亭里,009,64000350-009,內門區觀亭里,A6435-009-00,1745503.2334
3476,高雄市,64000,內門區,64000350,中埔里,010,64000350-010,內門區中埔里,A6435-010-00,3303173.5674
3477,高雄市,64000,內門區,64000350,內東里,011,64000350-011,內門區內東里,A6435-011-00,6025257.9458
3478,高雄市,64000,內門區,64000350,內南里,012,64000350-012,內門區內南里,A6435-012-00,5992223.0201
3479,高雄市,64000,內門區,64000350,三平里,014,64000350-014,內門區三平里,A6435-014-00,6855797.3174
3480,高雄市,64000,內門區,64000350,木柵里,015,64000350-015,內門區木柵里,A6435-015-00,5530782.9019
3481,高雄市,64000,內門區,64000350,內興里,016,64000350-016,內門區內興里,A6435-016-00,3529870.0196
3482,高雄市,64000,茂林區,64000360,茂林里,001,64000360-001,茂林區茂林里,A6436-001-00,17857840.4522
3483,高雄市,64000,茂林區,64000360,萬山里,002,64000360-002,茂林區萬山里,A6436-002-00,11808508.4183
3484,高雄市,64000,茂林區,64000360,多納里,003,64000360-003,茂林區多納里,A6436-003-00,211725930.277
3485,高雄市,64000,桃源區,64000370,桃源里,001,64000370-001,桃源區桃源里,A6437-001-00,95615254.4164
3486,高雄市,64000,桃源區,64000370,建山里,003,64000370-003,桃源區建山里,A6437-003-00,4764636.2303
3487,高雄市,64000,桃源區,64000370,高中里,004,64000370-004,桃源區高中里,A6437-004-00,34367812.986
3488,高雄市,64000,桃源區,64000370,勤和里,005,64000370-005,桃源區勤和里,A6437-005-00,24615057.1466
3489,高雄市,64000,桃源區,64000370,復興里,006,64000370-006,桃源區復興里,A6437-006-00,59117640.201
3490,高雄市,64000,桃源區,64000370,拉芙蘭里,007,64000370-007,桃源區拉芙蘭里,A6437-007-00,55851877.7171
3491,高雄市,64000,桃源區,64000370,梅山里,008,64000370-008,桃源區梅山里,A6437-008-00,450459259.535
3492,高雄市,64000,那瑪夏區,64000380,達卡努瓦,001,64000380-001,那瑪夏區達卡努瓦,A6438-001-00,94152973.2881
3493,苗栗縣,10005,竹南鎮,10005040,崎頂里,021,10005040-021,竹南鎮崎頂里,A0504-021-00,9584531.6299
3494,苗栗縣,10005,竹南鎮,10005040,頂埔里,020,10005040-020,竹南鎮頂埔里,A0504-020-00,2731458.0396
3495,苗栗縣,10005,頭份鎮,10005050,興隆里,005,10005050-005,頭份鎮興隆里,A0505-005-00,6123846.356
3496,苗栗縣,10005,頭份鎮,10005050,流東里,001,10005050-001,頭份鎮流東里,A0505-001-00,5862593.3618
3497,苗栗縣,10005,竹南鎮,10005040,山佳里,010,10005040-010,竹南鎮山佳里,A0504-010-00,939399.4703
3498,苗栗縣,10005,竹南鎮,10005040,龍山里,025,10005040-025,竹南鎮龍山里,A0504-025-00,485068.6595
3499,苗栗縣,10005,頭份鎮,10005050,文化里,032,10005050-032,頭份鎮文化里,A0505-032-00,428932.8148
3500,苗栗縣,10005,頭份鎮,10005050,山下里,016,10005050-016,頭份鎮山下里,A0505-016-00,1617740.7612
3501,苗栗縣,10005,頭份鎮,10005050,後庄里,015,10005050-015,頭份鎮後庄里,A0505-015-00,990091.0309
3502,苗栗縣,10005,頭份鎮,10005050,合興里,031,10005050-031,頭份鎮合興里,A0505-031-00,254069.2221
3503,苗栗縣,10005,竹南鎮,10005040,天文里,024,10005040-024,竹南鎮天文里,A0504-024-00,585751.4976
3504,苗栗縣,10005,頭份鎮,10005050,土牛里,007,10005050-007,頭份鎮土牛里,A0505-007-00,457119.8805
3505,苗栗縣,10005,竹南鎮,10005040,海口里,016,10005040-016,竹南鎮海口里,A0504-016-00,4216733.5919
3506,苗栗縣,10005,頭份鎮,10005050,田寮里,018,10005050-018,頭份鎮田寮里,A0505-018-00,808120.354
3507,苗栗縣,10005,頭份鎮,10005050,新華里,004,10005050-004,頭份鎮新華里,A0505-004-00,1920334.0318
3508,苗栗縣,10005,竹南鎮,10005040,中華里,012,10005040-012,竹南鎮中華里,A0504-012-00,238478.4465
3509,苗栗縣,10005,頭份鎮,10005050,珊湖里,002,10005050-002,頭份鎮珊湖里,A0505-002-00,2273227
3510,苗栗縣,10005,竹南鎮,10005040,大厝里,005,10005040-005,竹南鎮大厝里,A0504-005-00,2821604.4884
3511,苗栗縣,10005,頭份鎮,10005050,仁愛里,010,10005050-010,頭份鎮仁愛里,A0505-010-00,416343.4139
3512,苗栗縣,10005,竹南鎮,10005040,竹南里,001,10005040-001,竹南鎮竹南里,A0504-001-00,116869.0905
3513,苗栗縣,10005,頭份鎮,10005050,民族里,013,10005050-013,頭份鎮民族里,A0505-013-00,119946.4603
3514,苗栗縣,10005,頭份鎮,10005050,信義里,011,10005050-011,頭份鎮信義里,A0505-011-00,50297.512
3515,苗栗縣,10005,竹南鎮,10005040,正南里,003,10005040-003,竹南鎮正南里,A0504-003-00,276245.0491
3516,苗栗縣,10005,竹南鎮,10005040,龍鳳里,009,10005040-009,竹南鎮龍鳳里,A0504-009-00,766175.9666
3517,苗栗縣,10005,竹南鎮,10005040,竹興里,008,10005040-008,竹南鎮竹興里,A0504-008-00,1070167.3667
3518,苗栗縣,10005,竹南鎮,10005040,佳興里,023,10005040-023,竹南鎮佳興里,A0504-023-00,746694.2489
3519,苗栗縣,10005,竹南鎮,10005040,聖福里,007,10005040-007,竹南鎮聖福里,A0504-007-00,539947.4507
3520,苗栗縣,10005,頭份鎮,10005050,成功里,029,10005050-029,頭份鎮成功里,A0505-029-00,275428.5752
3521,苗栗縣,10005,頭份鎮,10005050,建國里,028,10005050-028,頭份鎮建國里,A0505-028-00,362803.3068
3522,苗栗縣,10005,頭份鎮,10005050,上埔里,006,10005050-006,頭份鎮上埔里,A0505-006-00,1033591.3411
3523,苗栗縣,10005,竹南鎮,10005040,中英里,013,10005040-013,竹南鎮中英里,A0504-013-00,708777.9598
3524,苗栗縣,10005,頭份鎮,10005050,蟠桃里,017,10005050-017,頭份鎮蟠桃里,A0505-017-00,782371.7787
3525,苗栗縣,10005,頭份鎮,10005050,頭份里,008,10005050-008,頭份鎮頭份里,A0505-008-00,703650.2184
3526,苗栗縣,10005,頭份鎮,10005050,忠孝里,009,10005050-009,頭份鎮忠孝里,A0505-009-00,202873.1268
3527,苗栗縣,10005,頭份鎮,10005050,自強里,030,10005050-030,頭份鎮自強里,A0505-030-00,194938.2877
3528,苗栗縣,10005,竹南鎮,10005040,中美里,014,10005040-014,竹南鎮中美里,A0504-014-00,1661384.0959
3529,苗栗縣,10005,竹南鎮,10005040,新南里,004,10005040-004,竹南鎮新南里,A0504-004-00,852389.1396
3530,苗栗縣,10005,竹南鎮,10005040,照南里,002,10005040-002,竹南鎮照南里,A0504-002-00,283275.4974
3531,苗栗縣,10005,頭份鎮,10005050,東庄里,014,10005050-014,頭份鎮東庄里,A0505-014-00,862327.1566
3532,苗栗縣,10005,竹南鎮,10005040,營盤里,006,10005040-006,竹南鎮營盤里,A0504-006-00,442359.9621
3533,高雄市,64000,旗山區,64000300,東昌里,012,64000300-012,旗山區東昌里,A6430-012-00,4325406.5439
3534,高雄市,64000,旗山區,64000300,竹峰里,013,64000300-013,旗山區竹峰里,A6430-013-00,1192018.5679
3535,高雄市,64000,旗山區,64000300,瑞吉里,014,64000300-014,旗山區瑞吉里,A6430-014-00,631777.5836
3536,高雄市,64000,旗山區,64000300,永和里,015,64000300-015,旗山區永和里,A6430-015-00,4635759.5595
3537,高雄市,64000,旗山區,64000300,三協里,016,64000300-016,旗山區三協里,A6430-016-00,11364965.1866
3538,高雄市,64000,旗山區,64000300,鯤洲里,017,64000300-017,旗山區鯤洲里,A6430-017-00,893417.0815
3539,高雄市,64000,旗山區,64000300,大山里,018,64000300-018,旗山區大山里,A6430-018-00,3473843.1264
3540,高雄市,64000,旗山區,64000300,中洲里,019,64000300-019,旗山區中洲里,A6430-019-00,1359722.9337
3541,高雄市,64000,旗山區,64000300,南洲里,020,64000300-020,旗山區南洲里,A6430-020-00,2322813.6432
3542,高雄市,64000,旗山區,64000300,廣福里,021,64000300-021,旗山區廣福里,A6430-021-00,9528870.2817
3543,高雄市,64000,美濃區,64000310,福安里,001,64000310-001,美濃區福安里,A6431-001-00,8543144.1684
3544,高雄市,64000,美濃區,64000310,合和里,002,64000310-002,美濃區合和里,A6431-002-00,3883764.0671
3545,高雄市,64000,美濃區,64000310,祿興里,003,64000310-003,美濃區祿興里,A6431-003-00,4186091.0894
3546,高雄市,64000,美濃區,64000310,中壇里,004,64000310-004,美濃區中壇里,A6431-004-00,2772625.5354
3547,高雄市,64000,美濃區,64000310,德興里,005,64000310-005,美濃區德興里,A6431-005-00,2122418.6037
3548,高雄市,64000,美濃區,64000310,龍山里,006,64000310-006,美濃區龍山里,A6431-006-00,3404102.4001
3549,高雄市,64000,美濃區,64000310,獅山里,007,64000310-007,美濃區獅山里,A6431-007-00,11933040.1031
3550,高雄市,64000,美濃區,64000310,龍肚里,008,64000310-008,美濃區龍肚里,A6431-008-00,8639458.9622
3551,高雄市,64000,美濃區,64000310,廣德里,009,64000310-009,美濃區廣德里,A6431-009-00,2693215.5017
3552,高雄市,64000,美濃區,64000310,興隆里,010,64000310-010,美濃區興隆里,A6431-010-00,7466721.0782
3553,高雄市,64000,美濃區,64000310,中圳里,011,64000310-011,美濃區中圳里,A6431-011-00,6797015.6397
3554,高雄市,64000,美濃區,64000310,東門里,012,64000310-012,美濃區東門里,A6431-012-00,927706.714
3555,高雄市,64000,美濃區,64000310,泰安里,013,64000310-013,美濃區泰安里,A6431-013-00,395089.4349
3556,高雄市,64000,美濃區,64000310,瀰濃里,014,64000310-014,美濃區瀰濃里,A6431-014-00,2529172.9736
3557,高雄市,64000,美濃區,64000310,清水里,015,64000310-015,美濃區清水里,A6431-015-00,4293443.4294
3558,高雄市,64000,美濃區,64000310,吉洋里,016,64000310-016,美濃區吉洋里,A6431-016-00,8154203.6853
3559,苗栗縣,10005,後龍鎮,10005060,外埔里,015,10005060-015,後龍鎮外埔里,A0506-015-00,3849773.103
3560,苗栗縣,10005,頭份鎮,10005050,廣興里,024,10005050-024,頭份鎮廣興里,A0505-024-00,4446371.2631
3561,苗栗縣,10005,頭份鎮,10005050,尖山里,022,10005050-022,頭份鎮尖山里,A0505-022-00,225762.3641
3562,苗栗縣,10005,竹南鎮,10005040,公舘里,018,10005040-018,竹南鎮公舘里,A0504-018-00,1617205.6348
3563,苗栗縣,10005,三灣鄉,10005160,三灣村,001,10005160-001,三灣鄉三灣村,A0516-001-00,3223574.7933
3564,苗栗縣,10005,造橋鄉,10005150,朝陽村,007,10005150-007,造橋鄉朝陽村,A0515-007-00,3280152.0383
3565,苗栗縣,10005,造橋鄉,10005150,談文村,008,10005150-008,造橋鄉談文村,A0515-008-00,5168012.5674
3566,苗栗縣,10005,三灣鄉,10005160,永和村,008,10005160-008,三灣鄉永和村,A0516-008-00,11328239.823
3567,苗栗縣,10005,造橋鄉,10005150,龍昇村,009,10005150-009,造橋鄉龍昇村,A0515-009-00,6548239.1961
3568,苗栗縣,10005,頭份鎮,10005050,尖下里,023,10005050-023,頭份鎮尖下里,A0505-023-00,2062238.2751
3569,苗栗縣,10005,三灣鄉,10005160,北埔村,005,10005160-005,三灣鄉北埔村,A0516-005-00,5561470.3981
3570,苗栗縣,10005,後龍鎮,10005060,灣寶里,013,10005060-013,後龍鎮灣寶里,A0506-013-00,3422864.2154
3571,苗栗縣,10005,後龍鎮,10005060,海埔里,016,10005060-016,後龍鎮海埔里,A0506-016-00,2464219.4559
3572,苗栗縣,10005,頭份鎮,10005050,濫坑里,025,10005050-025,頭份鎮濫坑里,A0505-025-00,5795502.7971
3573,苗栗縣,10005,造橋鄉,10005150,造橋村,001,10005150-001,造橋鄉造橋村,A0515-001-00,4032255.459
3574,苗栗縣,10005,南庄鄉,10005110,員林村,007,10005110-007,南庄鄉員林村,A0511-007-00,4674381.9525
3575,苗栗縣,10005,後龍鎮,10005060,秀水里,017,10005060-017,後龍鎮秀水里,A0506-017-00,2692080.9694
3576,苗栗縣,10005,南庄鄉,10005110,獅山村,005,10005110-005,南庄鄉獅山村,A0511-005-00,6975420.8549
3577,苗栗縣,10005,後龍鎮,10005060,東明里,011,10005060-011,後龍鎮東明里,A0506-011-00,4186380.7773
3578,苗栗縣,10005,南庄鄉,10005110,南富村,006,10005110-006,南庄鄉南富村,A0511-006-00,6381135.5665
3579,苗栗縣,10005,造橋鄉,10005150,平興村,002,10005150-002,造橋鄉平興村,A0515-002-00,8285155.1336
3580,苗栗縣,10005,通霄鎮,10005030,新埔里,020,10005030-020,通霄鎮新埔里,A0503-020-00,3402489.3675
3581,苗栗縣,10005,苗栗市,10005010,維新里,006,10005010-006,苗栗市維新里,A0501-006-00,1161693.2428
3582,苗栗縣,10005,公館鄉,10005090,北河村,019,10005090-019,公館鄉北河村,A0509-019-00,12679881.2872
3583,苗栗縣,10005,後龍鎮,10005060,大庄里,004,10005060-004,後龍鎮大庄里,A0506-004-00,2329381.5566
3584,苗栗縣,10005,公館鄉,10005090,仁安村,016,10005090-016,公館鄉仁安村,A0509-016-00,3903184.5164
3585,苗栗縣,10005,頭屋鄉,10005120,明德村,007,10005120-007,頭屋鄉明德村,A0512-007-00,13784467.1373
3586,苗栗縣,10005,苗栗市,10005010,高苗里,009,10005010-009,苗栗市高苗里,A0501-009-00,692787.1346
3587,苗栗縣,10005,苗栗市,10005010,綠苗里,008,10005010-008,苗栗市綠苗里,A0501-008-00,51398.7368
3588,苗栗縣,10005,苗栗市,10005010,新苗里,012,10005010-012,苗栗市新苗里,A0501-012-00,66996.4769
3589,苗栗縣,10005,苗栗市,10005010,勝利里,013,10005010-013,苗栗市勝利里,A0501-013-00,1152840.0807
