ivid,household,male,female
TNN-350-026,705,1264,1144
TNN-350-027,542,940,877
TNN-350-028,523,893,859
TNN-350-029,378,588,651
TNN-350-030,1077,1783,1762
TNN-350-031,488,807,820
TNN-350-032,501,929,881
TNN-350-033,412,825,739
TNN-350-034,483,811,815
TNN-350-035,342,509,481
TNN-350-036,625,1128,1089
TNN-350-037,837,1253,1286
TNN-350-038,1123,1663,1761
TNN-350-039,1753,2677,2761
TNN-350-040,1198,1959,1977
TNN-350-041,1575,2606,2594
TNN-350-042,1361,2202,2155
TNN-350-043,1957,2636,2735
TNN-350-044,1685,2448,2411
TNN-350-045,1697,2714,2684
TNN-350-046,1387,2097,2145
TNN-350-047,1195,1965,1898
TNN-350-048,563,940,899
TNN-350-049,765,1235,1273
TNN-350-050,2053,3364,3308
TNN-350-051,1323,2165,2071
TNN-360-001,527,832,811
TNN-360-002,805,1121,1107
TNN-360-003,868,1281,1266
TNN-360-004,220,301,241
TNN-360-005,2061,2492,2825
TNN-360-006,1926,2296,2603
TNN-360-007,2080,2771,2961
TNN-360-008,3363,3918,4430
TNN-360-009,2017,2700,3037
TNN-360-010,2954,3706,4127
TNN-360-011,3508,4109,4916
TNN-360-012,1099,1550,1650
TNN-360-013,588,903,855
TNN-360-014,541,779,708
TNN-360-015,1483,2004,2070
TNN-370-001,803,821,920
TNN-370-002,533,645,752
TNN-370-003,342,429,429
TNN-370-004,1253,1437,1673
TNN-370-005,720,773,884
TNN-370-006,758,920,1051
TNN-370-007,754,943,1097
TNN-370-008,466,595,595
TNN-370-009,1297,1585,1998
TNN-370-010,617,739,840
TNN-370-011,910,1166,1223
TNN-370-012,618,705,829
TNN-370-013,581,742,717
TNN-370-014,572,655,725
TNN-370-015,579,778,751
TNN-370-016,611,769,784
TNN-370-017,636,804,817
TNN-370-018,622,826,752
TNN-370-019,902,1090,1108
TNN-370-020,483,620,633
TNN-370-021,606,697,646
TNN-370-022,1490,1812,2020
TNN-370-023,1037,1371,1147
TNN-370-024,535,757,730
TNN-370-025,1358,1981,2116
TNN-370-026,615,719,715
TNN-370-027,469,599,625
TNN-370-028,793,818,853
TNN-370-029,785,1065,959
TNN-370-030,589,655,675
TNN-370-031,1309,1600,1701
TNN-370-032,445,553,550
TNN-370-033,2149,2858,3166
TNN-370-034,1868,2786,2814
TNN-370-035,837,1078,1080
TNN-370-036,684,872,848
TNN-370-037,560,637,621
TNN-370-038,511,638,650
KHH-010-001,636,769,811
KHH-010-002,170,203,204
KHH-010-003,330,373,389
KHH-010-004,733,785,756
KHH-010-005,517,633,668
KHH-010-006,1012,1272,1295
KHH-010-007,408,492,527
KHH-010-008,304,358,397
KHH-010-009,750,787,820
KHH-010-010,396,443,496
KHH-010-011,812,1015,1036
KHH-010-012,327,424,423
KHH-010-013,461,608,607
KHH-010-014,562,661,676
KHH-010-015,540,682,661
KHH-010-016,444,489,488
KHH-010-017,1122,1188,1027
KHH-010-018,577,705,737
KHH-010-019,313,382,351
KHH-010-020,294,382,355
KHH-010-021,305,417,393
KHH-020-001,963,1205,1215
KHH-020-002,986,1155,1205
KHH-020-003,1909,2441,2437
KHH-020-004,1460,2107,2031
KHH-020-005,573,798,779
KHH-020-006,518,699,658
KHH-020-007,943,1423,1292
KHH-020-008,1724,2212,2263
KHH-020-009,345,435,413
KHH-020-010,594,799,758
KHH-020-011,885,1166,1156
KHH-020-012,1514,2011,2096
KHH-020-013,1141,1610,1613
KHH-020-014,1422,1891,1761
KHH-020-015,7362,8334,9666
KHH-020-016,9459,9633,11653
KHH-020-017,7963,9303,10745
KHH-020-018,1846,2186,2319
KHH-020-019,1409,1760,1799
KHH-020-020,1172,1427,1457
KHH-020-021,588,755,724
KHH-020-022,495,698,661
KHH-020-023,932,1010,807
KHH-020-024,634,803,703
KHH-020-025,644,747,736
KHH-020-026,636,747,729
KHH-020-027,677,872,839
KHH-020-028,686,920,819
KHH-020-029,351,421,367
KHH-020-030,417,538,473
KHH-020-031,454,596,540
KHH-020-032,467,640,587
KHH-020-033,368,489,478
KHH-020-034,577,778,753
KHH-020-035,548,767,654
KHH-020-036,632,833,822
KHH-020-037,477,605,530
KHH-020-038,302,404,312
KHH-030-001,1512,1559,1164
KHH-030-002,490,641,633
KHH-030-003,273,314,311
KHH-030-004,287,379,374
KHH-030-005,255,342,279
KHH-030-006,389,532,455
KHH-030-007,459,550,509
KHH-030-008,373,450,403
KHH-030-009,1556,2018,1869
KHH-030-011,887,937,953
KHH-030-012,247,259,218
KHH-030-013,527,711,607
KHH-030-014,42,50,26
KHH-030-015,780,1065,1016
KHH-030-016,1183,1436,1531
KHH-030-017,1098,1336,1273
KHH-030-019,465,517,528
KHH-030-021,460,609,571
KHH-030-022,395,488,468
KHH-030-023,166,209,171
KHH-030-024,220,325,302
KHH-030-025,228,290,304
KHH-030-026,322,465,385
KHH-030-027,236,305,251
KHH-030-028,319,405,358
KHH-030-029,458,558,527
KHH-030-030,781,821,709
KHH-030-031,531,687,583
KHH-030-032,2808,3360,3483
KHH-030-034,1535,1562,1633
KHH-030-035,210,270,247
KHH-030-036,1488,1530,1651
KHH-030-037,801,857,925
KHH-030-038,877,1010,997
KHH-030-039,5898,7235,7922
KHH-030-040,11380,14190,15645
KHH-030-041,2039,3049,3043
KHH-030-042,5881,7670,8276
KHH-030-043,12427,16443,17606
KHH-030-044,15554,19905,21619
KHH-040-001,8266,11367,11634
KHH-040-002,1586,2034,2320
KHH-040-003,2526,3346,3496
KHH-040-004,1394,1775,1966
KHH-040-005,1249,1698,1671
KHH-040-006,1614,1899,1631
KHH-040-007,1595,2232,2211
KHH-040-008,2217,2603,2717
KHH-040-009,1295,1980,1973
KHH-040-010,866,1452,1444
KHH-040-011,1199,1946,1952
KHH-040-012,656,982,938
KHH-040-013,1594,2231,2326
KHH-040-014,6531,8124,8502
KHH-040-015,687,891,812
KHH-040-016,1106,1800,1688
KHH-040-017,1188,1861,1707
KHH-040-018,1252,1816,1868
KHH-040-019,1094,1523,1526
KHH-040-020,919,1248,1282
KHH-040-021,856,1299,1208
KHH-040-022,2051,3125,3196
KHH-040-023,633,922,867
KHH-040-024,1669,2481,2486
KHH-040-025,1254,1640,1589
KHH-040-026,1378,1822,1991
KHH-040-027,929,1201,1249
KHH-040-028,1394,1866,1973
KHH-040-029,1539,2042,2147
KHH-040-030,988,1303,1328
KHH-040-031,1542,2312,2374
KHH-040-032,1454,2118,2215
KHH-040-033,3647,4631,4960
KHH-040-034,2371,2757,2974
KHH-040-035,2037,2657,2616
KHH-040-036,631,959,974
KHH-040-037,871,1254,1186
KHH-050-001,1655,2263,2279
KHH-050-002,3170,4263,4506
KHH-050-003,1540,2186,2258
KHH-050-004,1510,2178,2207
KHH-050-005,3026,3936,4189
KHH-050-006,1367,1932,1924
KHH-050-007,9266,11519,12859
KHH-050-008,3808,4761,4916
KHH-050-009,3105,4037,4208
KHH-050-010,947,1178,1217
KHH-050-011,737,1040,1089
KHH-050-012,2302,3221,3478
KHH-050-013,1936,2883,3072
KHH-050-014,2001,2924,3166
KHH-050-015,3204,4445,4884
KHH-050-016,1570,2073,2151
KHH-050-017,2109,2819,3012
KHH-050-018,1887,2170,2418
KHH-050-019,2840,3509,3826
KHH-050-020,1294,1834,1882
KHH-050-021,1431,1879,2076
KHH-050-022,3600,4863,5313
KHH-050-023,1303,1759,1850
KHH-050-024,1170,1595,1719
KHH-050-025,2139,2818,3151
KHH-050-026,2210,2778,2914
KHH-050-027,3213,3879,4233
KHH-050-028,1846,2546,2634
KHH-050-029,3252,3707,3409
KHH-050-030,3680,4951,5442
KHH-050-031,1786,2011,2087
KHH-050-032,1436,1767,1775
KHH-050-033,2629,2964,3034
KHH-050-034,1289,1465,1514
KHH-050-035,842,1125,1094
KHH-050-036,1447,1792,1827
KHH-050-037,1826,2052,2083
KHH-050-038,5454,6788,7641
KHH-050-039,1733,2133,2343
KHH-050-040,830,1150,1155
KHH-050-041,1059,1342,1369
KHH-050-042,1420,1794,1717
KHH-050-043,977,1151,1143
KHH-050-044,2329,2749,3061
KHH-050-045,2114,2579,2949
KHH-050-046,1263,1705,1790
KHH-050-047,1059,1483,1507
KHH-050-048,598,847,851
KHH-050-049,693,907,939
KHH-050-050,631,831,899
KHH-050-051,490,612,627
KHH-050-052,1276,1662,1620
KHH-050-053,1010,1323,1389
KHH-050-054,923,1122,1146
KHH-050-055,683,884,865
KHH-050-056,389,474,475
KHH-050-057,494,653,661
KHH-050-058,715,877,937
KHH-050-059,907,1160,1269
KHH-050-060,1325,1857,1885
KHH-050-061,1816,2240,2328
KHH-050-062,1884,2350,2189
KHH-050-063,685,915,883
KHH-050-064,834,1092,1104
KHH-050-065,900,1124,1132
KHH-050-066,357,429,481
KHH-050-067,465,583,591
KHH-050-068,775,769,795
KHH-050-069,698,800,841
KHH-050-070,443,461,423
KHH-050-072,658,709,736
KHH-050-073,1903,2367,2571
KHH-050-074,557,665,651
KHH-050-075,748,658,711
KHH-050-076,866,971,1032
KHH-050-077,462,594,573
KHH-050-078,667,891,795
KHH-050-079,425,600,533
KHH-050-081,1125,1498,1478
KHH-050-082,583,767,716
KHH-050-083,584,782,730
KHH-050-084,485,694,627
KHH-050-085,541,626,719
KHH-050-086,547,636,694
KHH-050-087,497,658,659
KHH-050-088,1045,1255,1218
KHH-060-001,976,1016,1149
KHH-060-002,625,668,698
KHH-060-003,1495,1649,1886
KHH-060-004,584,646,715
KHH-060-005,733,792,882
KHH-060-006,344,393,416
KHH-060-007,551,503,623
KHH-060-008,979,1097,1211
KHH-060-009,451,560,584
KHH-060-010,362,457,405
KHH-060-011,674,778,779
KHH-060-012,468,534,478
KHH-060-013,928,1217,1237
KHH-060-014,1277,1542,1717
KHH-060-015,1151,1394,1580
KHH-060-016,857,1024,1134
KHH-060-017,1567,1983,2206
KHH-060-018,571,581,673
KHH-060-019,577,663,696
KHH-060-020,435,508,478
KHH-060-021,523,545,600
KHH-060-022,954,1168,1117
KHH-060-023,1546,1595,1734
KHH-060-024,373,424,368
KHH-060-025,537,603,664
KHH-060-026,453,486,466
KHH-060-027,501,515,581
KHH-060-028,461,516,477
KHH-060-029,450,487,500
KHH-060-030,376,430,468
KHH-060-031,365,445,474
KHH-060-032,638,729,722
KHH-070-001,374,431,400
KHH-070-002,510,606,576
KHH-070-003,691,792,805
KHH-070-004,429,500,506
KHH-070-005,536,569,595
KHH-070-006,1759,1917,2122
KHH-070-007,371,484,455
KHH-070-008,632,620,651
KHH-070-009,869,835,973
KHH-070-010,406,420,468
KHH-070-011,488,530,622
KHH-070-012,595,668,536
KHH-070-013,518,575,595
KHH-070-014,826,912,1015
KHH-070-015,579,590,647
KHH-070-016,512,543,583
KHH-070-017,854,936,992
KHH-070-018,559,619,654
KHH-070-019,461,498,552
KHH-070-020,591,667,751
KHH-080-001,365,382,434
KHH-080-002,734,739,822
KHH-080-003,652,788,773
KHH-080-004,794,928,1010
KHH-080-005,713,807,893
KHH-080-006,740,855,913
KHH-080-007,727,824,942
KHH-080-008,279,336,347
KHH-080-009,1059,1130,1210
KHH-080-010,2096,2001,2235
KHH-080-011,472,595,580
KHH-080-012,676,792,832
KHH-080-013,965,998,1096
KHH-080-014,634,681,742
KHH-080-015,870,1093,1073
KHH-080-016,574,672,698
KHH-080-017,1537,1637,1886
KHH-080-018,1057,1235,1325
KHH-080-019,1397,1548,1652
KHH-080-020,969,1214,1253
KHH-080-021,1248,1243,947
KHH-080-022,1582,1772,2054
KHH-080-023,914,1164,1352
KHH-080-024,1141,1408,1700
KHH-080-025,756,895,1102
KHH-080-026,313,435,420
KHH-080-027,648,797,855
KHH-080-028,1248,1610,1688
KHH-080-029,762,893,952
KHH-080-030,1391,1685,1725
KHH-080-031,984,1186,1369
KHH-080-032,1562,1758,2090
KHH-080-033,1442,1701,2041
KHH-080-034,827,950,1078
KHH-080-035,1303,1611,1952
KHH-080-036,1015,1271,1341
KHH-080-037,1160,1363,1530
KHH-080-038,792,955,1086
KHH-080-039,681,916,858
KHH-080-040,874,1206,1120
KHH-080-041,989,1122,1231
KHH-080-042,1782,2195,2231
KHH-080-043,916,1007,1135
KHH-080-044,815,1030,1156
KHH-080-045,1836,2315,2444
KHH-080-046,897,1147,1218
KHH-080-047,751,914,892
KHH-080-048,655,847,864
KHH-080-049,1163,1498,1575
KHH-080-050,553,762,711
KHH-080-051,490,615,626
KHH-080-052,873,1149,1126
KHH-080-053,904,1219,1215
KHH-080-054,1264,1623,1661
KHH-080-055,1204,1647,1592
KHH-080-056,1188,1541,1606
KHH-080-057,855,1060,1077
KHH-080-058,1075,1324,1332
KHH-080-059,930,1092,1186
KHH-080-060,1391,1540,1672
KHH-080-061,2466,2801,3110
KHH-080-062,1786,2195,2184
KHH-080-063,1679,2070,2138
KHH-080-064,1910,2337,2469
KHH-080-065,1122,1584,1505
KHH-080-066,1190,1492,1617
KHH-080-067,1667,2265,2379
KHH-080-068,833,1202,1146
KHH-080-069,975,1242,1199
KHH-090-001,4180,5552,5662
KHH-090-002,1171,1522,1478
KHH-090-003,2469,3052,2895
KHH-090-004,1116,1393,1360
KHH-090-005,706,784,721
KHH-090-006,968,1149,1143
KHH-090-007,1531,1654,1273
KHH-090-008,348,439,388
KHH-090-009,813,974,863
KHH-090-010,697,866,799
KHH-090-011,1171,1474,1375
KHH-090-012,601,732,629
KHH-090-013,468,476,412
KHH-090-014,418,480,423
KHH-090-015,678,878,774
KHH-090-016,840,1080,1043
KHH-090-017,1070,1336,1342
KHH-090-018,904,1232,1147
KHH-090-019,1927,2485,2495
KHH-090-020,513,576,562
KHH-090-021,1330,1599,1593
KHH-090-022,440,517,445
KHH-090-023,559,632,585
KHH-090-024,2533,2777,2834
KHH-090-025,1022,1241,1188
KHH-090-028,1723,1919,2069
KHH-090-029,1869,2327,2542
KHH-090-030,556,629,596
KHH-090-031,1208,1230,1333
KHH-090-032,1311,1591,1692
KHH-090-033,974,1148,1147
KHH-090-034,1439,1362,1618
KHH-090-035,1494,1524,1769
KHH-090-036,1524,1785,1833
KHH-090-037,2427,3067,3254
KHH-090-038,1300,1419,1512
KHH-090-039,1319,1621,1698
KHH-090-040,1187,1543,1620
KHH-090-041,1053,1231,1344
KHH-090-042,3373,3876,4333
KHH-090-043,961,1215,1300
KHH-090-044,1750,2381,2485
KHH-090-045,1536,1920,2067
KHH-090-046,839,1015,1083
KHH-090-047,2015,3066,3072
KHH-090-048,1254,1839,1949
KHH-090-049,2168,3095,3350
KHH-090-050,978,1458,1563
KHH-090-051,845,1344,1338
KHH-090-052,1646,2407,2563
KHH-090-053,1590,2172,2332
KHH-090-054,1342,1713,1734
KHH-090-055,1164,1558,1540
KHH-090-056,1166,1478,1487
KHH-090-057,1093,1558,1553
KHH-090-058,1206,1525,1578
KHH-090-059,1080,1447,1437
KHH-090-060,1976,2649,2730
KHH-090-061,1395,1810,1800
KHH-100-001,499,708,659
KHH-100-002,489,689,625
KHH-100-003,693,996,913
KHH-100-004,913,1427,1363
KHH-100-005,1244,1778,1693
KHH-100-006,618,895,898
KHH-100-007,623,793,770
KHH-100-008,1195,1696,1485
KHH-100-009,883,1253,1130
KHH-100-010,1351,1760,1558
KHH-100-011,938,1124,1001
KHH-100-012,479,559,498
KHH-100-013,1044,1507,1523
KHH-110-001,1103,1410,1325
KHH-110-002,1551,1972,1923
KHH-110-003,1232,1669,1656
KHH-110-004,834,1098,1122
KHH-110-005,1476,2007,2060
KHH-110-006,1079,1579,1468
KHH-110-007,1319,1457,1299
KHH-110-008,1158,1448,1397
KHH-110-009,1126,1370,1399
KHH-110-010,2998,3587,3556
KHH-110-011,1303,1520,1572
KHH-110-012,2031,2378,2304
KHH-110-013,1498,1686,1752
KHH-110-014,1937,2501,2550
KHH-110-015,2146,2670,2874
KHH-110-016,1208,1655,1759
KHH-110-017,1588,2040,2166
KHH-110-018,1505,1712,1732
KHH-110-019,1201,1342,1373
KHH-110-020,1926,2302,2328
KHH-110-021,1528,1881,1883
KHH-110-022,5166,6455,6644
KHH-110-023,1847,2222,2143
KHH-110-024,1226,1584,1582
KHH-110-025,1500,1745,1770
KHH-110-026,1028,1451,1438
KHH-110-027,2195,2968,2818
KHH-110-028,1933,2469,2467
KHH-110-029,1213,1613,1526
KHH-110-030,1158,1588,1504
KHH-110-031,3434,4680,4790
KHH-110-032,1493,2089,1968
KHH-110-033,1867,1765,1695
KHH-110-034,1956,1688,1693
KHH-110-035,1409,1233,1260
KHH-110-036,1997,1650,1769
KHH-110-037,1601,1372,1417
KHH-110-038,2368,2070,2020
KHH-120-001,239,248,283
KHH-120-002,342,429,392
KHH-120-003,645,783,755
KHH-120-004,308,457,471
KHH-120-005,480,611,601
KHH-120-006,1000,1249,1437
KHH-120-007,579,687,725
KHH-120-008,1534,1991,2044
KHH-120-009,2425,3233,3111
KHH-120-010,421,531,530
KHH-120-011,1487,1924,1985
KHH-120-012,2279,3042,3102
KHH-120-013,1062,1326,1314
KHH-120-014,2540,3456,3501
KHH-120-015,600,754,825
KHH-120-016,2107,2800,2751
KHH-120-017,2955,4005,3908
KHH-120-018,2257,3163,3145
KHH-120-019,2122,2626,2825
KHH-120-020,1519,1947,1917
KHH-120-021,1375,1474,1091
KHH-120-022,1811,2356,2370
KHH-120-023,909,1062,1031
KHH-120-024,1312,1769,1762
KHH-120-025,1257,1769,1797
KHH-120-026,2060,2741,2793
KHH-120-027,2714,3615,3662
KHH-120-028,1424,1955,1999
KHH-120-029,2525,3550,3646
KHH-120-030,2621,3143,3403
KHH-120-031,2183,2844,3084
KHH-120-032,1514,2096,2130
KHH-120-033,2193,3125,3254
KHH-120-034,1799,2244,2238
KHH-120-035,2433,3355,3510
KHH-120-036,1824,2525,2563
KHH-120-037,1527,1922,1961
KHH-120-038,1213,1506,1504
KHH-120-039,4090,4549,4977
KHH-120-040,4847,6207,5909
KHH-120-041,996,1229,1281
KHH-120-042,1766,2369,2586
KHH-120-043,1382,1881,1917
KHH-120-044,2631,3400,3573
KHH-120-045,900,1150,1128
KHH-120-046,2381,3452,3752
KHH-120-047,1745,2321,2415
KHH-120-048,2539,3464,3328
KHH-120-049,1562,1980,2162
KHH-120-050,965,1302,1390
KHH-120-051,464,627,599
KHH-120-052,294,297,306
KHH-120-053,1791,2473,2509
KHH-120-054,1277,1525,1312
KHH-120-055,3122,4411,4335
KHH-120-056,3870,5017,5391
KHH-120-057,1850,2640,2612
KHH-120-058,1226,1589,1538
KHH-120-059,1901,2183,2408
KHH-120-060,4190,5260,5637
KHH-120-061,1011,1186,1277
KHH-120-062,1244,1538,1642
KHH-120-063,1133,1418,1542
KHH-120-064,1025,1389,1390
KHH-120-065,1651,2197,2374
KHH-120-066,1005,1339,1330
KHH-120-067,1849,2633,2765
KHH-120-068,1763,2431,2563
KHH-120-069,1152,1401,1357
KHH-120-070,2014,2547,2527
KHH-120-071,2035,2474,2570
KHH-120-072,1844,2707,2656
KHH-120-073,1279,1662,1628
KHH-120-074,996,1450,1404
KHH-120-075,2420,3118,3111
KHH-120-076,1203,1662,1724
KHH-120-077,1211,1678,1726
KHH-120-078,2218,3104,3170
KHH-130-001,1217,1777,1817
KHH-130-002,1425,1992,2079
KHH-130-003,1505,2473,2314
KHH-130-004,1034,1646,1526
KHH-130-005,1171,1893,1759
KHH-130-006,1053,1449,1377
KHH-130-007,1874,2606,2474
KHH-130-008,753,1087,996
KHH-130-009,1331,2034,1898
KHH-130-010,655,939,920
KHH-130-011,875,969,925
KHH-130-012,803,1218,1141
KHH-130-013,1534,2373,2371
KHH-130-014,538,800,664
KHH-130-015,764,1103,1039
KHH-130-016,796,1112,1085
KHH-130-017,785,1175,1076
KHH-130-018,471,567,486
KHH-130-019,417,475,410
KHH-130-020,1188,1830,1863
KHH-130-021,988,1364,1393
KHH-130-022,1336,2116,2081
KHH-130-023,1234,1534,1431
KHH-130-024,1305,1431,1345
KHH-140-001,610,861,778
KHH-140-002,2542,3355,3032
KHH-140-003,2725,4003,3753
KHH-140-004,905,1416,1248
KHH-140-005,1864,2751,2535
KHH-140-006,1613,2576,2376
KHH-140-007,1428,2234,2072
KHH-140-008,860,1336,1233
KHH-140-009,4142,6083,5869
KHH-140-010,3070,4291,4228
KHH-140-011,860,1146,963
KHH-140-012,682,998,852
KHH-140-013,1039,1474,1320
KHH-140-014,1166,1891,1691
KHH-140-015,671,935,801
KHH-140-016,2705,3594,3317
KHH-140-017,3045,4268,4143
KHH-140-018,329,365,330
KHH-140-019,2757,3944,3877
KHH-140-020,842,1221,1057
KHH-140-021,567,946,838
KHH-140-022,732,1095,1044
KHH-140-023,1553,2114,1837
KHH-140-024,161,161,131
KHH-140-025,2914,3757,3714
KHH-150-001,965,1584,1447
KHH-150-002,1946,2890,2838
KHH-150-003,1589,2407,2378
KHH-150-004,825,1459,1318
KHH-150-005,781,1437,1284
KHH-150-006,1342,2220,2085
KHH-150-007,366,725,643
KHH-150-008,314,640,552
KHH-150-009,339,619,553
KHH-150-010,521,947,824
KHH-150-011,535,1032,897
KHH-150-012,485,829,722
KHH-150-013,508,1062,925
KHH-150-014,894,1570,1394
KHH-150-015,396,604,559
KHH-150-016,605,1023,890
KHH-150-017,510,990,1327
KHH-150-018,228,370,316
KHH-160-001,441,613,538
KHH-160-002,1208,1628,1521
KHH-160-003,2060,2858,2669
KHH-160-004,696,999,996
KHH-160-005,1129,1619,1523
KHH-160-006,2144,3197,3101
KHH-160-007,1885,2594,2598
KHH-160-008,1314,1974,1843
KHH-160-009,1245,1824,1733
KHH-170-001,1567,1997,1847
KHH-170-002,2721,3694,3581
KHH-170-003,1128,1582,1430
KHH-170-004,1300,2285,2204
KHH-170-005,329,497,445
KHH-170-006,2224,3236,3019
KHH-170-007,3488,5168,4976
KHH-170-008,966,1318,1246
KHH-170-009,6195,7977,7725
KHH-170-010,746,1009,888
KHH-170-011,1043,1531,1428
KHH-170-012,745,967,864
KHH-170-013,1644,2343,2161
KHH-170-014,1463,2144,2091
KHH-170-015,2108,2984,2839
KHH-170-016,883,1170,1126
KHH-180-001,4983,5644,5537
KHH-180-002,2190,2532,2578
KHH-180-003,4204,5373,5434
KHH-180-004,1432,2124,1944
KHH-180-005,2623,3799,3496
KHH-180-006,279,399,374
KHH-180-007,1529,2283,2149
KHH-190-001,545,747,773
KHH-190-002,1889,2582,2555
KHH-190-003,1509,2040,2224
KHH-190-004,477,653,655
KHH-190-005,1723,2317,2473
KHH-190-006,501,810,711
KHH-190-007,1379,1659,1707
KHH-190-008,119,186,162
KHH-190-009,1201,1678,1811
KHH-190-010,586,874,789
KHH-190-011,1332,2048,2144
KHH-190-012,2238,3165,3241
KHH-190-013,805,1078,1101
KHH-190-014,343,496,419
KHH-190-015,373,526,519
KHH-190-016,1452,2023,2077
KHH-190-017,1554,2249,2183
KHH-190-018,1594,2372,2348
KHH-190-019,2664,3995,4165
KHH-190-020,2167,3297,3464
KHH-190-021,677,1067,1045
KHH-190-022,756,1090,1043
KHH-190-023,761,1165,1138
KHH-190-024,413,644,595
KHH-190-025,773,1104,1035
KHH-190-026,1432,2100,2008
KHH-190-027,668,1055,949
KHH-190-028,631,944,849
KHH-190-029,425,596,534
KHH-190-030,906,1252,1264
KHH-190-031,270,441,387
KHH-190-032,962,1408,1470
KHH-190-033,941,1080,1097
KHH-200-001,981,1265,1278
KHH-200-002,539,670,653
KHH-200-003,965,1406,1331
KHH-200-004,972,1356,1327
KHH-200-005,465,749,666
KHH-200-006,903,1369,1413
KHH-200-007,589,908,832
KHH-200-008,1353,1885,1884
KHH-200-009,609,972,886
KHH-200-010,798,1075,1047
KHH-200-011,792,1179,1087
KHH-200-012,957,1461,1276
KHH-200-013,568,728,699
KHH-200-014,267,429,347
KHH-200-015,1428,2154,2183
KHH-200-016,533,801,740
KHH-200-017,310,462,461
KHH-210-001,438,672,622
KHH-210-002,812,1283,1184
KHH-210-003,1240,2459,1788
KHH-210-004,1047,1591,1435
KHH-210-005,960,1503,1321
KHH-210-006,201,329,257
KHH-210-007,838,1458,1405
KHH-210-008,1520,2201,2074
KHH-210-009,1323,2051,1935
KHH-210-010,832,1246,947
KHH-210-011,1008,1540,1431
KHH-220-001,167,229,172
KHH-220-002,575,715,563
KHH-220-003,200,245,183
KHH-220-004,191,215,185
KHH-220-005,435,398,305
KHH-220-006,405,610,523
KHH-220-007,403,529,432
KHH-220-008,206,252,179
KHH-220-009,299,369,261
KHH-220-010,594,794,659
KHH-230-001,517,797,753
KHH-230-002,736,1263,1228
KHH-230-003,498,795,703
KHH-230-004,764,1328,1276
KHH-230-005,295,428,473
KHH-230-006,1835,2937,3006
KHH-230-007,1008,1701,1662
KHH-230-008,868,1455,1419
KHH-230-009,588,913,903
KHH-230-010,621,993,1023
KHH-230-011,452,699,579
KHH-230-012,1141,1810,1810
KHH-240-001,1139,1878,1845
KHH-240-002,462,757,702
KHH-240-003,464,771,680
KHH-240-004,381,704,658
KHH-240-005,482,786,773
KHH-240-006,886,1342,1273
KHH-240-007,721,1291,1198
KHH-240-008,1134,2043,1870
KHH-240-009,907,1700,1497
KHH-240-010,645,1154,998
KHH-240-011,1386,2203,2247
KHH-240-012,856,1498,1442
KHH-240-013,1141,2028,2022
KHH-240-014,914,1536,1540
KHH-240-015,345,539,532
KHH-240-016,734,1204,1104
KHH-240-017,663,1038,964
KHH-240-018,360,557,495
KHH-240-019,1175,1721,1789
KHH-240-020,1573,2426,2356
KHH-250-001,441,678,626
KHH-250-002,398,651,580
KHH-250-003,348,505,427
KHH-250-004,874,1327,1234
KHH-250-005,942,1438,1392
KHH-250-006,1389,2005,1923
KHH-250-007,418,624,603
KHH-250-008,1412,2140,1995
KHH-250-009,671,1106,1070
KHH-250-010,454,714,668
KHH-250-011,845,1266,1206
KHH-250-012,445,644,575
KHH-250-013,300,468,400
KHH-250-014,1116,1406,1432
KHH-260-001,365,600,568
KHH-260-002,395,578,537
KHH-260-003,722,1022,988
KHH-260-004,1320,2158,2054
KHH-260-005,613,1022,941
KHH-260-006,497,761,679
KHH-260-007,1120,1790,1686
KHH-260-008,407,642,591
KHH-260-009,447,736,636
KHH-260-010,484,734,668
KHH-260-011,687,1198,1152
KHH-260-012,465,698,681
KHH-260-013,418,650,539
KHH-260-014,464,736,675
KHH-260-015,1898,2718,2458
KHH-270-001,794,961,876
KHH-270-002,928,1089,1080
KHH-270-003,1203,1419,1424
KHH-270-004,215,235,206
KHH-270-005,1165,1474,1393
KHH-270-006,1523,1963,2010
KHH-280-001,499,760,746
KHH-280-002,735,1115,1141
KHH-280-003,255,359,317
KHH-280-004,283,452,444
KHH-280-005,637,1039,982
